Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2024-09-17T06:41:25.716;82
2024-09-17T06:41:26.710;81
2024-09-17T06:41:27.726;81
2024-09-17T06:45:06.825;81;15,8
2024-09-17T06:45:07.744;81;15,8
2024-09-17T06:45:08.736;81;15,8
2024-09-17T06:45:09.726;81;15,8
2024-09-17T06:45:10.742;81;15,7
2024-09-17T06:45:11.730;81;15,5
2024-09-17T06:45:12.694;81;15,6
2024-09-17T06:45:13.814;80;15,6
2024-09-17T06:45:14.798;80;14,5
2024-09-17T06:45:15.781;80;14,5
2024-09-17T06:45:16.704;79;14,5
2024-09-17T06:45:17.736;79;12,0
2024-09-17T06:45:18.758;79;12,9
2024-09-17T06:45:19.742;78;13,6
2024-09-17T06:45:20.729;76;11,9
2024-09-17T06:45:21.699;76;11,8
2024-09-17T06:45:22.779;75;11,5
2024-09-17T06:45:23.727;75;11,5
2024-09-17T06:45:24.741;75;8,7
2024-09-17T06:45:25.721;74;9,4
2024-09-17T06:45:26.693;73;9,8
2024-09-17T06:45:27.728;73;9,8
2024-09-17T06:45:28.744;73;9,6
2024-09-17T06:45:29.749;73;9,2
2024-09-17T06:45:30.727;73;9,6
2024-09-17T06:45:31.770;74;9,5
2024-09-17T06:45:32.756;74;9,6
2024-09-17T06:45:33.838;75;10,9
2024-09-17T06:45:34.827;75;10,9
2024-09-17T06:45:35.697;75;11,0
2024-09-17T06:45:36.764;76;10,9
2024-09-17T06:45:37.796;76;10,8
2024-09-17T06:45:38.781;74;17,1
2024-09-17T06:45:39.770;74;17,1
2024-09-17T06:45:40.759;74;17,3
2024-09-17T06:45:41.754;73;17,8
2024-09-17T06:45:42.740;73;17,1
2024-09-17T06:45:43.713;73;16,6
2024-09-17T06:45:44.697;72;17,4
2024-09-17T06:45:45.759;72;17,4
2024-09-17T06:45:46.747;72;17,4
2024-09-17T06:45:47.743;72;17,3
2024-09-17T06:45:48.730;72;17,3
2024-09-17T06:45:49.737;72;17,1
2024-09-17T06:45:50.722;71;16,9
2024-09-17T06:45:51.744;71;18,0
2024-09-17T06:45:52.732;72;18,0
2024-09-17T06:45:53.712;72;18,0
2024-09-17T06:45:54.731;72;17,9
2024-09-17T06:45:55.757;72;18,1
2024-09-17T06:45:56.738;72;18,4
2024-09-17T06:45:57.744;71;17,6
2024-09-17T06:45:58.812;71;17,6
2024-09-17T06:45:59.734;71;17,6
2024-09-17T06:46:00.799;71;17,7
2024-09-17T06:46:01.711;72;19,0
2024-09-17T06:46:02.724;72;13,4
2024-09-17T06:46:03.751;72;13,4
2024-09-17T06:46:04.748;72;13,4
2024-09-17T06:46:05.738;72;13,4
2024-09-17T06:46:06.728;71;13,4
2024-09-17T06:46:07.760;71;13,4
2024-09-17T06:46:08.727;71;13,4
2024-09-17T06:46:09.744;71;12,9
2024-09-17T06:46:10.735;71;13,3
2024-09-17T06:46:11.818;71;14,1
2024-09-17T06:46:12.799;71;14,3
2024-09-17T06:46:13.744;71;16,5
2024-09-17T06:46:14.735;71;16,5
2024-09-17T06:46:15.729;71;16,9
2024-09-17T06:46:16.771;71;16,1
2024-09-17T06:46:17.732;72;16,0
2024-09-17T06:46:18.728;72;16,2
2024-09-17T06:46:19.737;71;16,6
2024-09-17T06:46:20.728;71;15,7
2024-09-17T06:46:21.760;72;16,6
2024-09-17T06:46:22.759;73;17,3
