Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2024-09-16T20:09:55.200;139;0,9
2024-09-16T20:09:56.249;139;1,0
2024-09-16T20:09:57.240;139;1,0
2024-09-16T20:09:58.207;138;1,2
2024-09-16T20:09:59.231;138;1,2
2024-09-16T20:10:00.305;138;1,2
2024-09-16T20:10:01.340;138;1,3
2024-09-16T20:10:02.241;138;1,2
2024-09-16T20:10:03.205;137;1,2
2024-09-16T20:10:04.212;137;1,2
2024-09-16T20:10:05.247;137;1,2
2024-09-16T20:10:06.218;137;1,2
2024-09-16T20:10:07.216;137;1,1
2024-09-16T20:10:08.194;137;1,1
2024-09-16T20:10:09.237;137;1,1
2024-09-16T20:10:10.225;136;1,1
2024-09-16T20:10:11.239;137;0,7
2024-09-16T20:10:12.214;137;0,8
2024-09-16T20:10:13.249;137;0,8
2024-09-16T20:10:14.231;138;0,7
2024-09-16T20:10:15.224;138;0,7
2024-09-16T20:10:16.212;138;0,7
2024-09-16T20:10:17.304;138;0,7
2024-09-16T20:10:18.234;138;0,6
2024-09-16T20:10:19.222;138;0,6
2024-09-16T20:10:20.282;138;0,6
2024-09-16T20:10:21.200;138;0,6
2024-09-16T20:10:22.224;138;0,6
2024-09-16T20:10:23.231;138;0,6
2024-09-16T20:10:24.240;138;0,5
2024-09-16T20:10:25.235;138;0,5
2024-09-16T20:10:26.201;138;0,5
2024-09-16T20:10:27.263;138;0,6
2024-09-16T20:10:28.252;138;0,7
2024-09-16T20:10:29.241;138;0,7
2024-09-16T20:10:30.206;139;0,9
2024-09-16T20:10:31.206;139;0,9
2024-09-16T20:10:32.249;139;0,9
2024-09-16T20:10:33.248;139;0,9
2024-09-16T20:10:34.237;139;0,9
2024-09-16T20:10:35.248;139;0,9
2024-09-16T20:10:36.309;139;1,1
2024-09-16T20:10:37.228;140;1,1
2024-09-16T20:10:38.239;140;1,1
2024-09-16T20:10:39.252;140;1,1
2024-09-16T20:10:40.192;140;1,0
2024-09-16T20:10:41.237;140;0,9
2024-09-16T20:10:42.243;140;0,9
2024-09-16T20:10:43.246;140;0,9
2024-09-16T20:10:44.197;140;0,9
2024-09-16T20:10:45.241;140;0,8
2024-09-16T20:10:46.253;140;0,8
2024-09-16T20:10:47.236;140;0,9
2024-09-16T20:10:48.205;141;0,9
2024-09-16T20:10:49.195;141;0,9
2024-09-16T20:10:50.275;141;0,9
2024-09-16T20:10:51.245;141;1,0
2024-09-16T20:10:52.241;141;1,0
2024-09-16T20:10:53.205;142;1,0
2024-09-16T20:10:54.233;142;1,0
2024-09-16T20:10:55.249;142;1,0
2024-09-16T20:10:56.241;142;1,0
2024-09-16T20:10:57.208;142;1,0
2024-09-16T20:10:58.191;142;1,0
2024-09-16T20:10:59.235;142;1,0
2024-09-16T20:11:00.245;142;0,8
2024-09-16T20:11:01.228;143;0,9
2024-09-16T20:11:02.225;143;1,1
2024-09-16T20:11:03.234;144;1,0
2024-09-16T20:11:04.254;145;1,2
2024-09-16T20:11:05.241;145;1,3
2024-09-16T20:11:06.235;146;1,3
2024-09-16T20:11:07.193;147;1,4
2024-09-16T20:11:08.239;148;1,4
2024-09-16T20:11:09.249;148;1,4
2024-09-16T20:11:10.233;148;1,4
2024-09-16T20:11:11.198;148;1,4
2024-09-16T20:11:12.236;149;1,4
2024-09-16T20:11:13.236;149;1,3
2024-09-16T20:11:14.253;150;1,3
2024-09-16T20:11:15.208;150;1,1
2024-09-16T20:11:16.197;151;1,1
2024-09-16T20:11:17.231;151;1,0
2024-09-16T20:11:18.297;152;1,1
2024-09-16T20:11:19.229;152;0,9
2024-09-16T20:11:20.225;152;0,9
2024-09-16T20:11:21.234;153;0,9
2024-09-16T20:11:22.241;153;0,9
2024-09-16T20:11:23.240;154;0,9
2024-09-16T20:11:24.225;154;0,9
2024-09-16T20:11:25.267;154;0,8
2024-09-16T20:11:26.232;154;0,9
2024-09-16T20:11:27.281;154;1,1
2024-09-16T20:11:28.237;154;1,5
2024-09-16T20:11:29.226;154;1,6
2024-09-16T20:11:30.263;154;1,7
2024-09-16T20:11:31.228;154;1,7
2024-09-16T20:11:32.245;154;1,6
2024-09-16T20:11:33.277;155;1,6
2024-09-16T20:11:34.224;155;1,7
2024-09-16T20:11:35.234;156;1,7
2024-09-16T20:11:36.219;156;1,7
2024-09-16T20:11:37.236;156;1,7
2024-09-16T20:11:38.221;156;1,6
2024-09-16T20:11:39.313;157;1,4
2024-09-16T20:11:40.274;158;1,2
2024-09-16T20:11:41.239;158;1,2
2024-09-16T20:11:42.231;159;1,2
2024-09-16T20:11:43.271;160;1,2
2024-09-16T20:11:44.254;160;1,2
2024-09-16T20:11:45.220;160;1,0
2024-09-16T20:11:46.236;161;1,1
2024-09-16T20:11:47.223;162;1,1
2024-09-16T20:11:48.256;162;1,1
2024-09-16T20:11:49.223;163;1,2
2024-09-16T20:11:50.215;164;0,9
2024-09-16T20:11:51.232;165;0,8
2024-09-16T20:11:52.212;166;0,9
2024-09-16T20:11:53.237;166;0,8
2024-09-16T20:11:54.224;166;1,3
2024-09-16T20:11:55.210;167;1,3
2024-09-16T20:11:56.224;167;1,3
2024-09-16T20:11:57.264;167;1,3
2024-09-16T20:11:58.229;167;1,2
2024-09-16T20:11:59.231;167;1,2
2024-09-16T20:12:00.232;168;1,2
2024-09-16T20:12:01.219;168;1,2
2024-09-16T20:12:02.257;168;1,3
2024-09-16T20:12:03.222;168;1,4
2024-09-16T20:12:04.269;169;1,3
2024-09-16T20:12:05.227;169;1,0
2024-09-16T20:12:06.262;170;0,9
2024-09-16T20:12:07.243;170;0,9
2024-09-16T20:12:08.226;170;0,9
2024-09-16T20:12:09.237;170;0,9
2024-09-16T20:12:10.217;171;0,9
2024-09-16T20:12:11.263;171;0,9
2024-09-16T20:12:12.219;171;0,7
2024-09-16T20:12:13.218;171;0,6
2024-09-16T20:12:14.221;171;0,5
2024-09-16T20:12:15.263;172;0,6
2024-09-16T20:12:16.251;172;0,5
2024-09-16T20:12:17.213;172;0,5
2024-09-16T20:12:18.236;172;0,6
2024-09-16T20:12:19.197;173;0,6
2024-09-16T20:12:20.236;173;0,6
2024-09-16T20:12:21.251;173;0,5
2024-09-16T20:12:22.210;173;0,5
2024-09-16T20:12:23.201;173;0,5
2024-09-16T20:12:24.261;173;0,5
2024-09-16T20:12:25.248;172;0,5
2024-09-16T20:12:26.217;172;0,5
2024-09-16T20:12:27.254;171;0,6
2024-09-16T20:12:28.221;171;0,6
2024-09-16T20:12:29.341;171;0,6
2024-09-16T20:12:30.286;171;0,6
2024-09-16T20:12:31.210;170;0,7
2024-09-16T20:12:32.224;170;0,7
2024-09-16T20:12:33.259;170;0,7
2024-09-16T20:12:34.229;169;0,7
2024-09-16T20:12:35.211;169;0,8
2024-09-16T20:12:36.216;169;0,8
2024-09-16T20:12:37.217;169;0,7
2024-09-16T20:12:38.252;168;0,9
2024-09-16T20:12:39.243;167;0,9
2024-09-16T20:12:40.205;167;0,9
2024-09-16T20:12:41.235;166;0,9
2024-09-16T20:12:42.260;166;0,8
2024-09-16T20:12:43.250;166;0,9
2024-09-16T20:12:44.241;165;0,9
2024-09-16T20:12:45.214;165;0,9
2024-09-16T20:12:46.222;165;0,9
2024-09-16T20:12:47.253;165;0,8
2024-09-16T20:12:48.243;165;0,8
2024-09-16T20:12:49.208;165;0,6
2024-09-16T20:12:50.217;165;0,6
2024-09-16T20:12:51.304;164;0,8
2024-09-16T20:12:52.244;163;0,9
2024-09-16T20:12:53.215;163;0,9
2024-09-16T20:12:54.198;162;0,9
2024-09-16T20:12:55.213;162;1,0
2024-09-16T20:12:56.254;161;1,0
2024-09-16T20:12:57.218;160;1,0
2024-09-16T20:12:58.208;159;1,1
2024-09-16T20:12:59.203;158;1,2
2024-09-16T20:13:00.327;157;1,2
2024-09-16T20:13:01.316;157;1,2
2024-09-16T20:13:02.399;157;1,1
2024-09-16T20:13:03.202;156;1,1
2024-09-16T20:13:04.278;155;1,1
2024-09-16T20:13:05.296;154;1,3
2024-09-16T20:13:06.218;153;1,3
2024-09-16T20:13:07.252;153;1,2
2024-09-16T20:13:08.197;152;1,2
2024-09-16T20:13:09.260;152;1,1
2024-09-16T20:13:10.251;152;1,1
2024-09-16T20:13:11.284;152;1,1
2024-09-16T20:13:12.216;152;1,1
2024-09-16T20:13:13.206;152;1,1
2024-09-16T20:13:14.260;152;1,0
2024-09-16T20:13:15.286;152;0,9
2024-09-16T20:13:16.207;152;0,6
2024-09-16T20:13:17.197;151;0,7
2024-09-16T20:13:18.278;151;0,8
2024-09-16T20:13:19.275;151;0,8
2024-09-16T20:13:20.278;150;0,9
2024-09-16T20:13:21.203;150;0,9
2024-09-16T20:13:22.222;149;0,9
2024-09-16T20:13:23.230;149;0,9
2024-09-16T20:13:24.242;149;1,0
2024-09-16T20:13:25.230;149;1,0
2024-09-16T20:13:26.198;148;1,1
2024-09-16T20:13:27.229;149;1,1
2024-09-16T20:13:28.244;149;1,1
2024-09-16T20:13:29.233;149;1,0
2024-09-16T20:13:30.224;149;0,9
2024-09-16T20:13:31.191;149;1,0
2024-09-16T20:13:32.253;149;0,9
2024-09-16T20:13:33.242;148;1,1
2024-09-16T20:13:34.237;147;1,1
2024-09-16T20:13:35.245;146;1,3
2024-09-16T20:13:36.232;145;1,3
2024-09-16T20:13:37.296;145;1,2
2024-09-16T20:13:38.215;145;1,1
2024-09-16T20:13:39.203;144;1,1
2024-09-16T20:13:40.198;144;1,2
2024-09-16T20:13:41.228;144;1,2
2024-09-16T20:13:42.244;144;1,3
2024-09-16T20:13:43.225;144;1,2
2024-09-16T20:13:44.216;144;1,2
2024-09-16T20:13:45.239;144;1,1
2024-09-16T20:13:46.250;145;1,1
2024-09-16T20:13:47.287;145;0,9
2024-09-16T20:13:48.227;145;0,9
2024-09-16T20:13:49.197;146;0,9
2024-09-16T20:13:50.228;146;0,9
2024-09-16T20:13:51.244;146;0,9
2024-09-16T20:13:52.236;145;0,9
2024-09-16T20:13:53.223;146;0,9
2024-09-16T20:13:54.238;146;0,9
2024-09-16T20:13:55.283;147;0,9
2024-09-16T20:13:56.241;147;0,9
2024-09-16T20:13:57.236;147;1,0
2024-09-16T20:13:58.197;146;1,1
2024-09-16T20:13:59.233;145;1,2
2024-09-16T20:14:00.246;144;1,2
2024-09-16T20:14:01.210;144;1,2
2024-09-16T20:14:02.219;143;1,2
2024-09-16T20:14:03.232;143;1,2
2024-09-16T20:14:04.225;143;1,2
2024-09-16T20:14:05.215;143;1,2
2024-09-16T20:14:06.222;144;1,1
2024-09-16T20:14:07.214;144;1,2
2024-09-16T20:14:08.274;144;1,2
2024-09-16T20:14:09.268;144;1,1
2024-09-16T20:14:10.319;144;1,0
2024-09-16T20:14:11.222;145;0,8
2024-09-16T20:14:12.234;145;0,8
2024-09-16T20:14:13.222;145;0,8
2024-09-16T20:14:14.237;144;1,1
2024-09-16T20:14:15.227;144;1,0
2024-09-16T20:14:16.221;143;1,1
2024-09-16T20:14:17.238;143;1,1
2024-09-16T20:14:18.224;144;1,1
2024-09-16T20:14:19.277;144;1,1
2024-09-16T20:14:20.220;144;1,1
2024-09-16T20:14:21.259;145;1,2
2024-09-16T20:14:22.223;145;1,2
2024-09-16T20:14:23.242;146;1,1
2024-09-16T20:14:24.221;146;1,1
2024-09-16T20:14:25.218;146;1,1
2024-09-16T20:14:26.228;147;1,2
2024-09-16T20:14:27.236;147;1,3
2024-09-16T20:14:28.234;146;1,3
2024-09-16T20:14:29.222;146;1,3
2024-09-16T20:14:30.261;146;1,3
2024-09-16T20:14:31.222;147;1,3
2024-09-16T20:14:32.222;148;1,4
2024-09-16T20:14:33.226;149;1,4
2024-09-16T20:14:34.216;149;1,5
2024-09-16T20:14:35.232;150;1,5
2024-09-16T20:14:36.218;151;1,6
2024-09-16T20:14:37.278;152;1,6
2024-09-16T20:14:38.227;152;1,6
2024-09-16T20:14:39.236;152;1,4
2024-09-16T20:14:40.228;153;1,4
2024-09-16T20:14:41.218;153;1,5
2024-09-16T20:14:42.233;154;1,5
2024-09-16T20:14:43.217;155;1,4
2024-09-16T20:14:44.251;155;1,4
2024-09-16T20:14:45.225;156;1,3
2024-09-16T20:14:46.233;157;1,4
2024-09-16T20:14:47.220;157;1,5
2024-09-16T20:14:48.262;158;1,3
2024-09-16T20:14:49.224;158;1,2
2024-09-16T20:14:50.211;158;1,2
2024-09-16T20:14:51.277;158;1,3
2024-09-16T20:14:52.216;158;1,3
2024-09-16T20:14:53.255;159;1,2
2024-09-16T20:14:54.221;160;1,2
2024-09-16T20:14:55.211;160;1,2
2024-09-16T20:14:56.217;161;1,2
2024-09-16T20:14:57.258;161;1,0
2024-09-16T20:14:58.296;162;1,0
2024-09-16T20:14:59.258;162;1,2
2024-09-16T20:15:00.234;163;1,8
2024-09-16T20:15:01.218;163;2,3
2024-09-16T20:15:02.266;164;2,3
2024-09-16T20:15:03.219;164;2,3
2024-09-16T20:15:04.220;164;2,3
2024-09-16T20:15:05.228;165;2,3
2024-09-16T20:15:06.261;165;2,3
2024-09-16T20:15:07.247;165;2,3
2024-09-16T20:15:08.216;165;2,3
2024-09-16T20:15:09.240;165;2,2
2024-09-16T20:15:10.199;166;1,9
2024-09-16T20:15:11.230;166;1,4
2024-09-16T20:15:12.245;166;1,5
2024-09-16T20:15:13.208;166;1,4
2024-09-16T20:15:14.227;166;1,4
2024-09-16T20:15:15.261;167;1,4
2024-09-16T20:15:16.249;167;1,3
2024-09-16T20:15:17.216;167;1,3
2024-09-16T20:15:18.210;166;1,3
2024-09-16T20:15:19.288;166;1,2
2024-09-16T20:15:20.293;166;1,2
2024-09-16T20:15:21.242;166;1,2
2024-09-16T20:15:22.212;167;0,7
2024-09-16T20:15:23.270;167;0,5
2024-09-16T20:15:24.306;167;0,5
2024-09-16T20:15:25.244;167;0,6
2024-09-16T20:15:26.235;168;0,7
2024-09-16T20:15:27.202;168;0,8
2024-09-16T20:15:28.217;169;0,8
2024-09-16T20:15:29.256;170;0,8
2024-09-16T20:15:30.247;170;0,9
2024-09-16T20:15:31.211;171;1,0
2024-09-16T20:15:32.267;171;1,0
2024-09-16T20:15:33.260;171;0,9
2024-09-16T20:15:34.248;172;0,9
2024-09-16T20:15:35.220;172;0,9
2024-09-16T20:15:36.219;173;0,8
2024-09-16T20:15:37.221;173;1,1
2024-09-16T20:15:38.254;174;1,1
2024-09-16T20:15:39.243;174;1,0
2024-09-16T20:15:40.256;173;1,0
2024-09-16T20:15:41.207;173;1,0
2024-09-16T20:15:42.263;173;0,9
2024-09-16T20:15:43.232;173;1,0
2024-09-16T20:15:44.242;173;1,0
2024-09-16T20:15:45.209;174;1,0
2024-09-16T20:15:46.238;174;1,0
2024-09-16T20:15:47.228;174;0,6
2024-09-16T20:15:48.286;174;0,7
2024-09-16T20:15:49.277;173;0,7
2024-09-16T20:15:50.215;173;0,7
2024-09-16T20:15:51.260;173;0,9
2024-09-16T20:15:52.246;173;0,9
2024-09-16T20:15:53.237;172;0,9
2024-09-16T20:15:54.206;172;1,0
2024-09-16T20:15:55.239;171;1,0
2024-09-16T20:15:56.238;170;1,0
2024-09-16T20:15:57.240;170;1,0
2024-09-16T20:15:58.232;169;1,1
2024-09-16T20:15:59.205;169;1,1
2024-09-16T20:16:00.237;168;1,1
2024-09-16T20:16:01.253;168;1,1
2024-09-16T20:16:02.244;167;1,0
2024-09-16T20:16:03.210;166;1,0
2024-09-16T20:16:04.199;166;0,9
2024-09-16T20:16:05.248;165;0,9
2024-09-16T20:16:06.244;165;0,9
2024-09-16T20:16:07.233;165;1,0
2024-09-16T20:16:08.201;165;1,0
2024-09-16T20:16:09.236;165;0,8
2024-09-16T20:16:10.251;165;0,9
2024-09-16T20:16:11.242;164;0,9
2024-09-16T20:16:12.229;163;0,9
2024-09-16T20:16:13.197;163;0,9
2024-09-16T20:16:14.232;162;0,9
2024-09-16T20:16:15.241;161;1,0
2024-09-16T20:16:16.236;161;0,9
2024-09-16T20:16:17.199;160;1,0
2024-09-16T20:16:18.237;161;1,0
2024-09-16T20:16:19.258;160;1,0
2024-09-16T20:16:20.251;160;1,1
2024-09-16T20:16:21.203;159;0,9
2024-09-16T20:16:22.195;158;1,0
2024-09-16T20:16:23.234;158;0,9
2024-09-16T20:16:24.242;158;0,9
2024-09-16T20:16:25.234;157;0,9
2024-09-16T20:16:26.197;157;0,8
2024-09-16T20:16:27.233;156;0,9
2024-09-16T20:16:28.255;156;0,9
2024-09-16T20:16:29.233;156;0,8
2024-09-16T20:16:30.225;156;0,8
2024-09-16T20:16:31.193;155;0,8
2024-09-16T20:16:32.247;155;0,7
2024-09-16T20:16:33.242;155;0,6
2024-09-16T20:16:34.232;154;0,6
2024-09-16T20:16:35.221;154;0,8
2024-09-16T20:16:36.238;153;0,8
2024-09-16T20:16:37.297;151;0,9
2024-09-16T20:16:38.282;151;0,8
2024-09-16T20:16:39.277;151;0,9
2024-09-16T20:16:40.192;151;0,9
2024-09-16T20:16:41.231;151;0,9
2024-09-16T20:16:42.238;151;0,9
2024-09-16T20:16:43.226;150;1,1
2024-09-16T20:16:44.220;149;1,1
2024-09-16T20:16:45.239;149;1,1
2024-09-16T20:16:46.244;149;1,1
2024-09-16T20:16:47.234;149;1,0
2024-09-16T20:16:48.223;149;0,9
2024-09-16T20:16:49.192;149;1,0
2024-09-16T20:16:50.231;148;1,1
2024-09-16T20:16:51.220;148;1,1
2024-09-16T20:16:52.235;147;1,1
2024-09-16T20:16:53.220;147;1,1
2024-09-16T20:16:54.237;147;1,0
2024-09-16T20:16:55.222;147;1,0
2024-09-16T20:16:56.236;147;1,0
2024-09-16T20:16:57.234;147;1,0
2024-09-16T20:16:58.307;146;1,0
2024-09-16T20:16:59.228;146;1,0
2024-09-16T20:17:00.229;145;1,0
2024-09-16T20:17:01.232;145;0,9
2024-09-16T20:17:02.219;146;0,8
2024-09-16T20:17:03.257;146;0,8
2024-09-16T20:17:04.226;146;0,8
2024-09-16T20:17:05.234;146;0,8
2024-09-16T20:17:06.231;146;0,8
2024-09-16T20:17:07.196;146;0,8
2024-09-16T20:17:08.246;145;0,9
2024-09-16T20:17:09.219;145;0,8
2024-09-16T20:17:10.234;145;0,8
2024-09-16T20:17:11.200;145;0,8
2024-09-16T20:17:12.255;145;0,7
2024-09-16T20:17:13.225;146;0,8
2024-09-16T20:17:14.235;146;0,8
2024-09-16T20:17:15.206;146;0,7
2024-09-16T20:17:16.217;146;1,0
2024-09-16T20:17:17.350;145;1,0
2024-09-16T20:17:18.221;145;1,2
2024-09-16T20:17:19.234;145;1,2
2024-09-16T20:17:20.276;145;1,2
2024-09-16T20:17:21.257;145;1,2
2024-09-16T20:17:22.227;145;1,2
2024-09-16T20:17:23.216;145;1,2
2024-09-16T20:17:24.226;145;1,2
2024-09-16T20:17:25.192;144;1,3
2024-09-16T20:17:26.249;143;1,3
2024-09-16T20:17:27.263;143;1,4
2024-09-16T20:17:28.279;142;1,2
2024-09-16T20:17:29.244;142;1,2
2024-09-16T20:17:30.257;142;1,0
2024-09-16T20:17:31.220;143;1,1
2024-09-16T20:17:32.323;143;1,0
2024-09-16T20:17:33.228;144;1,1
2024-09-16T20:17:34.216;144;1,1
2024-09-16T20:17:35.253;144;1,1
2024-09-16T20:17:36.214;144;1,1
2024-09-16T20:17:37.243;143;1,1
2024-09-16T20:17:38.220;144;1,0
2024-09-16T20:17:39.250;144;0,9
2024-09-16T20:17:40.244;144;0,9
2024-09-16T20:17:41.220;144;0,9
2024-09-16T20:17:42.224;144;0,9
2024-09-16T20:17:43.217;145;0,8
2024-09-16T20:17:44.251;145;0,9
2024-09-16T20:17:45.224;146;0,9
2024-09-16T20:17:46.207;146;0,8
2024-09-16T20:17:47.220;146;1,0
2024-09-16T20:17:48.259;145;1,0
2024-09-16T20:17:49.245;145;1,0
2024-09-16T20:17:50.211;144;1,0
2024-09-16T20:17:51.224;144;1,1
2024-09-16T20:17:52.218;144;1,1
2024-09-16T20:17:53.252;144;1,0
2024-09-16T20:17:54.244;144;1,0
2024-09-16T20:17:55.217;144;1,0
2024-09-16T20:17:56.218;144;0,9
2024-09-16T20:17:57.302;144;0,8
2024-09-16T20:17:58.243;144;0,9
2024-09-16T20:17:59.212;144;0,8
2024-09-16T20:18:00.200;144;0,7
2024-09-16T20:18:01.214;144;0,7
2024-09-16T20:18:02.257;145;0,8
2024-09-16T20:18:03.262;145;0,7
2024-09-16T20:18:04.207;145;0,7
2024-09-16T20:18:05.220;146;0,9
2024-09-16T20:18:06.348;146;1,0
2024-09-16T20:18:07.248;148;1,1
2024-09-16T20:18:08.217;148;1,1
2024-09-16T20:18:09.209;149;1,1
2024-09-16T20:18:10.221;149;1,1
2024-09-16T20:18:11.255;150;1,2
2024-09-16T20:18:12.251;152;1,3
2024-09-16T20:18:13.209;152;1,2
2024-09-16T20:18:14.251;153;1,2
2024-09-16T20:18:15.257;154;1,3
2024-09-16T20:18:16.243;155;1,5
2024-09-16T20:18:17.260;157;1,3
2024-09-16T20:18:18.249;158;1,3
2024-09-16T20:18:19.243;159;1,4
2024-09-16T20:18:20.228;161;1,4
2024-09-16T20:18:21.243;162;1,5
2024-09-16T20:18:22.205;162;1,4
2024-09-16T20:18:23.196;163;1,3
2024-09-16T20:18:24.253;163;1,3
2024-09-16T20:18:25.222;164;1,2
2024-09-16T20:18:26.235;164;1,4
2024-09-16T20:18:27.204;164;1,5
2024-09-16T20:18:28.216;164;1,6
2024-09-16T20:18:29.252;165;1,5
2024-09-16T20:18:30.240;164;1,5
2024-09-16T20:18:31.208;164;1,4
2024-09-16T20:18:32.200;165;1,3
2024-09-16T20:18:33.232;165;1,3
2024-09-16T20:18:34.337;165;1,4
2024-09-16T20:18:35.278;166;1,4
2024-09-16T20:18:36.201;166;1,3
2024-09-16T20:18:37.216;166;0,9
2024-09-16T20:18:38.247;166;0,6
2024-09-16T20:18:39.240;166;0,6
2024-09-16T20:18:40.227;166;0,6
2024-09-16T20:18:41.195;166;0,6
2024-09-16T20:18:42.253;166;0,6
2024-09-16T20:18:43.248;165;0,6
2024-09-16T20:18:44.259;165;0,6
2024-09-16T20:18:45.201;164;0,6
2024-09-16T20:18:46.191;163;0,6
2024-09-16T20:18:47.248;163;0,6
2024-09-16T20:18:48.239;163;0,7
2024-09-16T20:18:49.205;163;0,7
2024-09-16T20:18:50.196;163;0,7
2024-09-16T20:18:51.231;163;0,8
2024-09-16T20:18:52.247;162;0,8
2024-09-16T20:18:53.233;161;0,8
2024-09-16T20:18:54.226;161;0,8
2024-09-16T20:18:55.237;161;0,7
2024-09-16T20:18:56.242;160;0,8
2024-09-16T20:18:57.285;160;0,8
2024-09-16T20:18:58.228;159;0,8
2024-09-16T20:18:59.198;159;0,7
2024-09-16T20:19:00.236;159;0,8
2024-09-16T20:19:01.244;159;0,7
2024-09-16T20:19:02.234;158;0,8
2024-09-16T20:19:03.199;157;0,7
2024-09-16T20:19:04.215;157;0,8
2024-09-16T20:19:05.230;156;0,9
2024-09-16T20:19:06.328;156;1,0
2024-09-16T20:19:07.252;156;0,9
2024-09-16T20:19:08.242;156;0,9
2024-09-16T20:19:09.234;156;0,9
2024-09-16T20:19:10.245;155;0,9
2024-09-16T20:19:11.213;155;0,9
2024-09-16T20:19:12.221;155;1,0
2024-09-16T20:19:13.191;154;0,9
2024-09-16T20:19:14.229;153;0,9
2024-09-16T20:19:15.240;153;0,9
2024-09-16T20:19:16.227;152;0,9
2024-09-16T20:19:17.262;152;0,8
2024-09-16T20:19:18.233;152;0,6
2024-09-16T20:19:19.243;152;0,6
2024-09-16T20:19:20.235;151;0,9
2024-09-16T20:19:21.220;150;0,9
2024-09-16T20:19:22.188;149;1,0
2024-09-16T20:19:23.232;148;1,1
2024-09-16T20:19:24.242;147;1,1
2024-09-16T20:19:25.229;147;1,1
2024-09-16T20:19:26.217;147;1,1
2024-09-16T20:19:27.234;147;1,1
2024-09-16T20:19:28.221;147;1,1
2024-09-16T20:19:29.215;147;1,1
2024-09-16T20:19:30.225;146;1,1
2024-09-16T20:19:31.237;146;0,9
2024-09-16T20:19:32.228;145;0,9
2024-09-16T20:19:33.237;145;0,9
2024-09-16T20:19:34.364;145;0,8
2024-09-16T20:19:35.215;144;0,6
2024-09-16T20:19:36.240;144;0,7
2024-09-16T20:19:37.218;143;0,8
2024-09-16T20:19:38.239;144;1,1
2024-09-16T20:19:39.275;145;1,1
2024-09-16T20:19:40.188;145;1,1
2024-09-16T20:19:41.231;144;1,3
2024-09-16T20:19:42.239;144;1,3
2024-09-16T20:19:43.275;143;1,4
2024-09-16T20:19:44.216;142;1,6
2024-09-16T20:19:45.232;142;1,8
2024-09-16T20:19:46.218;142;1,9
2024-09-16T20:19:47.235;143;1,9
2024-09-16T20:19:48.223;143;1,8
2024-09-16T20:19:49.190;143;1,8
2024-09-16T20:19:50.224;143;1,7
2024-09-16T20:19:51.213;143;1,7
2024-09-16T20:19:52.229;143;1,7
2024-09-16T20:19:53.195;143;1,5
2024-09-16T20:19:54.231;143;1,5
2024-09-16T20:19:55.224;143;1,4
2024-09-16T20:19:56.236;143;1,2
2024-09-16T20:19:57.271;144;0,8
2024-09-16T20:19:58.261;144;0,7
2024-09-16T20:19:59.225;144;0,7
2024-09-16T20:20:00.258;144;0,9
2024-09-16T20:20:01.230;143;0,9
2024-09-16T20:20:02.221;143;1,2
2024-09-16T20:20:03.211;141;1,2
2024-09-16T20:20:04.222;141;1,2
2024-09-16T20:20:05.211;141;1,3
2024-09-16T20:20:06.226;141;1,3
2024-09-16T20:20:07.211;141;1,3
2024-09-16T20:20:08.250;141;1,3
2024-09-16T20:20:09.213;141;1,3
2024-09-16T20:20:10.226;141;1,3
2024-09-16T20:20:11.312;140;1,3
2024-09-16T20:20:12.206;140;1,2
2024-09-16T20:20:13.222;140;1,2
2024-09-16T20:20:14.212;140;0,9
2024-09-16T20:20:15.205;141;0,9
2024-09-16T20:20:16.195;141;0,9
2024-09-16T20:20:17.249;140;0,7
2024-09-16T20:20:18.216;140;0,7
2024-09-16T20:20:19.208;140;0,7
2024-09-16T20:20:20.218;140;0,9
2024-09-16T20:20:21.208;139;0,9
2024-09-16T20:20:22.243;140;0,9
2024-09-16T20:20:23.213;140;0,9
2024-09-16T20:20:24.224;140;0,9
2024-09-16T20:20:25.221;141;1,0
2024-09-16T20:20:26.253;141;1,0
2024-09-16T20:20:27.217;141;1,0
2024-09-16T20:20:28.299;141;1,0
2024-09-16T20:20:29.223;142;1,0
2024-09-16T20:20:30.210;142;1,0
2024-09-16T20:20:31.243;142;1,0
2024-09-16T20:20:32.214;142;0,9
2024-09-16T20:20:33.225;142;1,0
2024-09-16T20:20:34.216;142;1,0
2024-09-16T20:20:35.248;143;1,0
2024-09-16T20:20:36.221;143;1,0
2024-09-16T20:20:37.207;143;1,0
2024-09-16T20:20:38.221;143;1,0
2024-09-16T20:20:39.206;143;1,0
2024-09-16T20:20:40.245;143;1,0
2024-09-16T20:20:41.326;144;1,1
2024-09-16T20:20:42.250;145;1,2
2024-09-16T20:20:43.213;146;1,2
2024-09-16T20:20:44.246;146;1,2
2024-09-16T20:20:45.217;146;1,1
2024-09-16T20:20:46.253;146;1,1
2024-09-16T20:20:47.267;146;1,0
2024-09-16T20:20:48.256;146;1,0
2024-09-16T20:20:49.223;146;1,0
2024-09-16T20:20:50.212;146;0,9
2024-09-16T20:20:51.207;145;0,9
2024-09-16T20:20:52.218;145;0,9
2024-09-16T20:20:53.227;145;0,8
2024-09-16T20:20:54.218;144;0,7
2024-09-16T20:20:55.206;144;0,7
2024-09-16T20:20:56.225;144;0,7
2024-09-16T20:20:57.213;143;0,6
2024-09-16T20:20:58.246;143;0,6
2024-09-16T20:20:59.238;143;0,7
