Phone timestamp;RR-interval [ms]
2024-09-16T19:59:00.270;418
2024-09-16T19:59:00.688;421
2024-09-16T19:59:01.109;422
2024-09-16T19:59:01.531;423
2024-09-16T19:59:01.954;425
2024-09-16T19:59:02.379;851
2024-09-16T19:59:03.230;424
2024-09-16T19:59:03.654;424
2024-09-16T19:59:04.078;424
2024-09-16T19:59:04.502;422
2024-09-16T19:59:04.924;420
2024-09-16T19:59:05.344;420
2024-09-16T19:59:05.764;418
2024-09-16T19:59:06.182;417
2024-09-16T19:59:06.599;417
2024-09-16T19:59:07.016;417
2024-09-16T19:59:07.433;418
2024-09-16T19:59:07.851;420
2024-09-16T19:59:08.271;421
2024-09-16T19:59:08.692;423
2024-09-16T19:59:09.115;424
2024-09-16T19:59:09.539;422
2024-09-16T19:59:09.961;424
2024-09-16T19:59:10.385;425
2024-09-16T19:59:10.810;425
2024-09-16T19:59:11.235;423
2024-09-16T19:59:11.658;422
2024-09-16T19:59:12.080;422
2024-09-16T19:59:12.502;423
2024-09-16T19:59:12.925;420
2024-09-16T19:59:13.345;421
2024-09-16T19:59:13.766;421
2024-09-16T19:59:14.187;422
2024-09-16T19:59:14.609;422
2024-09-16T19:59:15.031;421
2024-09-16T19:59:15.452;422
2024-09-16T19:59:15.874;422
2024-09-16T19:59:16.296;421
2024-09-16T19:59:16.717;420
2024-09-16T19:59:17.137;420
2024-09-16T19:59:17.557;420
2024-09-16T19:59:17.977;419
2024-09-16T19:59:18.396;418
2024-09-16T19:59:18.814;417
2024-09-16T19:59:19.231;418
2024-09-16T19:59:19.649;417
2024-09-16T19:59:20.066;418
2024-09-16T19:59:20.484;421
2024-09-16T19:59:20.905;423
2024-09-16T19:59:21.328;422
2024-09-16T19:59:21.750;424
2024-09-16T19:59:22.174;425
2024-09-16T19:59:22.599;426
2024-09-16T19:59:23.025;426
2024-09-16T19:59:23.451;428
2024-09-16T19:59:23.879;429
2024-09-16T19:59:24.308;426
2024-09-16T19:59:24.734;424
2024-09-16T19:59:25.158;423
2024-09-16T19:59:25.581;423
2024-09-16T19:59:26.004;421
2024-09-16T19:59:26.425;420
2024-09-16T19:59:26.845;418
2024-09-16T19:59:27.263;416
2024-09-16T19:59:27.679;415
2024-09-16T19:59:28.094;413
2024-09-16T19:59:28.507;412
2024-09-16T19:59:28.919;414
2024-09-16T19:59:29.333;417
2024-09-16T19:59:29.750;418
2024-09-16T19:59:30.168;421
2024-09-16T19:59:30.589;423
2024-09-16T19:59:31.012;425
2024-09-16T19:59:31.437;426
2024-09-16T19:59:31.863;427
2024-09-16T19:59:32.290;430
2024-09-16T19:59:32.720;427
2024-09-16T19:59:33.147;425
2024-09-16T19:59:33.572;426
2024-09-16T19:59:33.998;423
2024-09-16T19:59:34.421;422
2024-09-16T19:59:34.843;421
2024-09-16T19:59:35.264;423
2024-09-16T19:59:35.687;421
2024-09-16T19:59:36.108;423
2024-09-16T19:59:36.531;425
2024-09-16T19:59:36.956;425
2024-09-16T19:59:37.381;424
2024-09-16T19:59:37.805;425
2024-09-16T19:59:38.230;424
2024-09-16T19:59:38.654;423
2024-09-16T19:59:39.077;423
2024-09-16T19:59:39.500;423
2024-09-16T19:59:39.923;422
2024-09-16T19:59:40.345;421
2024-09-16T19:59:40.766;423
2024-09-16T19:59:41.189;420
2024-09-16T19:59:41.609;420
2024-09-16T19:59:42.029;422
2024-09-16T19:59:42.451;421
2024-09-16T19:59:42.872;422
2024-09-16T19:59:43.294;425
2024-09-16T19:59:43.719;427
2024-09-16T19:59:44.146;428
2024-09-16T19:59:44.574;429
2024-09-16T19:59:45.003;431
2024-09-16T19:59:45.434;431
2024-09-16T19:59:45.865;429
2024-09-16T19:59:46.294;429
2024-09-16T19:59:46.723;429
2024-09-16T19:59:47.152;427
2024-09-16T19:59:47.579;425
2024-09-16T19:59:48.004;425
2024-09-16T19:59:48.429;423
2024-09-16T19:59:48.852;421
2024-09-16T19:59:49.273;422
2024-09-16T19:59:49.695;422
2024-09-16T19:59:50.117;421
2024-09-16T19:59:50.538;422
2024-09-16T19:59:50.960;424
2024-09-16T19:59:51.384;423
2024-09-16T19:59:51.807;425
2024-09-16T19:59:52.232;426
2024-09-16T19:59:52.658;425
2024-09-16T19:59:53.083;424
2024-09-16T19:59:53.507;426
2024-09-16T19:59:53.933;423
2024-09-16T19:59:54.356;423
2024-09-16T19:59:54.779;423
2024-09-16T19:59:55.202;422
2024-09-16T19:59:55.624;421
2024-09-16T19:59:56.045;419
2024-09-16T19:59:56.464;420
2024-09-16T19:59:56.884;417
2024-09-16T19:59:57.301;419
2024-09-16T19:59:57.720;419
2024-09-16T19:59:58.139;422
2024-09-16T19:59:58.561;420
2024-09-16T19:59:58.981;421
2024-09-16T19:59:59.402;422
2024-09-16T19:59:59.824;423
2024-09-16T20:00:00.247;422
2024-09-16T20:00:00.669;422
2024-09-16T20:00:01.091;422
2024-09-16T20:00:01.513;423
2024-09-16T20:00:01.936;421
2024-09-16T20:00:02.357;420
2024-09-16T20:00:02.777;420
2024-09-16T20:00:03.197;419
2024-09-16T20:00:03.616;419
2024-09-16T20:00:04.035;419
2024-09-16T20:00:04.454;421
2024-09-16T20:00:04.875;419
2024-09-16T20:00:05.294;417
2024-09-16T20:00:05.711;418
2024-09-16T20:00:06.129;417
2024-09-16T20:00:06.546;415
2024-09-16T20:00:06.961;415
2024-09-16T20:00:07.376;418
2024-09-16T20:00:07.794;416
2024-09-16T20:00:08.210;416
2024-09-16T20:00:08.626;416
2024-09-16T20:00:09.042;417
2024-09-16T20:00:09.459;414
2024-09-16T20:00:09.873;412
2024-09-16T20:00:10.285;413
2024-09-16T20:00:10.698;413
2024-09-16T20:00:11.111;413
2024-09-16T20:00:11.524;412
2024-09-16T20:00:11.936;410
2024-09-16T20:00:12.346;406
2024-09-16T20:00:12.752;408
2024-09-16T20:00:13.160;404
2024-09-16T20:00:13.564;407
2024-09-16T20:00:13.971;410
2024-09-16T20:00:14.381;413
2024-09-16T20:00:14.794;422
2024-09-16T20:00:15.216;428
2024-09-16T20:00:15.644;441
2024-09-16T20:00:16.085;450
2024-09-16T20:00:16.535;456
2024-09-16T20:00:16.991;461
2024-09-16T20:00:17.452;459
2024-09-16T20:00:17.911;453
2024-09-16T20:00:18.364;452
2024-09-16T20:00:18.816;445
2024-09-16T20:00:19.261;445
2024-09-16T20:00:19.706;440
2024-09-16T20:00:20.146;442
2024-09-16T20:00:20.588;440
2024-09-16T20:00:21.028;438
2024-09-16T20:00:21.466;442
2024-09-16T20:00:21.908;438
2024-09-16T20:00:22.346;440
2024-09-16T20:00:22.786;440
2024-09-16T20:00:23.226;439
2024-09-16T20:00:23.665;437
2024-09-16T20:00:24.102;434
2024-09-16T20:00:24.536;432
2024-09-16T20:00:24.968;432
2024-09-16T20:00:25.400;430
2024-09-16T20:00:25.830;428
2024-09-16T20:00:26.258;427
2024-09-16T20:00:26.685;423
2024-09-16T20:00:27.108;426
2024-09-16T20:00:27.534;422
2024-09-16T20:00:27.956;422
2024-09-16T20:00:28.378;423
2024-09-16T20:00:28.801;423
2024-09-16T20:00:29.224;422
2024-09-16T20:00:29.646;423
2024-09-16T20:00:30.069;422
2024-09-16T20:00:30.491;423
2024-09-16T20:00:30.914;422
2024-09-16T20:00:31.336;421
2024-09-16T20:00:31.757;419
2024-09-16T20:00:32.176;420
2024-09-16T20:00:32.596;420
2024-09-16T20:00:33.016;421
2024-09-16T20:00:33.437;418
2024-09-16T20:00:33.855;418
2024-09-16T20:00:34.273;417
2024-09-16T20:00:34.690;420
2024-09-16T20:00:35.110;418
2024-09-16T20:00:35.528;415
2024-09-16T20:00:35.943;419
2024-09-16T20:00:36.362;420
2024-09-16T20:00:36.782;420
2024-09-16T20:00:37.202;419
2024-09-16T20:00:37.621;421
2024-09-16T20:00:38.042;421
2024-09-16T20:00:38.463;422
2024-09-16T20:00:38.885;418
2024-09-16T20:00:39.303;418
2024-09-16T20:00:39.721;420
2024-09-16T20:00:40.141;417
2024-09-16T20:00:40.558;417
2024-09-16T20:00:40.975;417
2024-09-16T20:00:41.392;409
2024-09-16T20:00:41.801;412
2024-09-16T20:00:42.213;413
2024-09-16T20:00:42.626;410
2024-09-16T20:00:43.036;411
2024-09-16T20:00:43.447;411
2024-09-16T20:00:43.858;396
2024-09-16T20:00:44.254;416
2024-09-16T20:00:44.670;404
2024-09-16T20:00:45.074;409
2024-09-16T20:00:45.483;404
2024-09-16T20:00:45.887;407
2024-09-16T20:00:46.294;404
2024-09-16T20:00:46.698;407
2024-09-16T20:00:47.105;402
2024-09-16T20:00:47.507;404
2024-09-16T20:00:47.911;403
2024-09-16T20:00:48.314;401
2024-09-16T20:00:48.715;402
2024-09-16T20:00:49.117;398
2024-09-16T20:00:49.515;396
2024-09-16T20:00:49.911;397
2024-09-16T20:00:50.308;394
2024-09-16T20:00:50.702;393
2024-09-16T20:00:51.095;392
2024-09-16T20:00:51.487;393
2024-09-16T20:00:51.880;390
2024-09-16T20:00:52.270;389
2024-09-16T20:00:52.659;390
2024-09-16T20:00:53.049;390
2024-09-16T20:00:53.439;389
2024-09-16T20:00:53.828;389
2024-09-16T20:00:54.217;388
2024-09-16T20:00:54.605;388
2024-09-16T20:00:54.993;384
2024-09-16T20:00:55.377;384
2024-09-16T20:00:55.761;386
2024-09-16T20:00:56.147;384
2024-09-16T20:00:56.531;384
2024-09-16T20:00:56.915;385
2024-09-16T20:00:57.300;381
2024-09-16T20:00:57.681;383
2024-09-16T20:00:58.064;384
2024-09-16T20:00:58.448;379
2024-09-16T20:00:58.827;380
2024-09-16T20:00:59.207;381
2024-09-16T20:00:59.588;382
2024-09-16T20:00:59.970;380
2024-09-16T20:01:00.350;383
2024-09-16T20:01:00.733;383
2024-09-16T20:01:01.116;381
2024-09-16T20:01:01.497;380
2024-09-16T20:01:01.877;383
2024-09-16T20:01:02.260;384
2024-09-16T20:01:02.644;379
2024-09-16T20:01:03.023;383
2024-09-16T20:01:03.406;379
2024-09-16T20:01:03.785;381
2024-09-16T20:01:04.166;380
2024-09-16T20:01:04.546;380
2024-09-16T20:01:04.926;379
2024-09-16T20:01:05.305;379
2024-09-16T20:01:05.684;381
2024-09-16T20:01:06.065;380
2024-09-16T20:01:06.445;379
2024-09-16T20:01:06.824;380
2024-09-16T20:01:07.204;380
2024-09-16T20:01:07.584;380
2024-09-16T20:01:07.964;382
2024-09-16T20:01:08.346;379
2024-09-16T20:01:08.725;379
2024-09-16T20:01:09.104;380
2024-09-16T20:01:09.484;379
2024-09-16T20:01:09.863;379
2024-09-16T20:01:10.242;380
2024-09-16T20:01:10.622;377
2024-09-16T20:01:10.999;378
2024-09-16T20:01:11.377;380
2024-09-16T20:01:11.757;380
2024-09-16T20:01:12.137;375
2024-09-16T20:01:12.512;378
2024-09-16T20:01:12.890;378
2024-09-16T20:01:13.268;377
2024-09-16T20:01:13.645;377
2024-09-16T20:01:14.022;376
2024-09-16T20:01:14.398;379
2024-09-16T20:01:14.777;373
2024-09-16T20:01:15.150;376
2024-09-16T20:01:15.526;376
2024-09-16T20:01:15.902;376
2024-09-16T20:01:16.278;375
2024-09-16T20:01:16.653;378
2024-09-16T20:01:17.031;375
2024-09-16T20:01:17.406;379
2024-09-16T20:01:17.785;377
2024-09-16T20:01:18.162;380
2024-09-16T20:01:18.542;375
2024-09-16T20:01:18.917;378
2024-09-16T20:01:19.295;376
2024-09-16T20:01:19.671;377
2024-09-16T20:01:20.048;374
2024-09-16T20:01:20.422;375
2024-09-16T20:01:20.797;373
2024-09-16T20:01:21.170;375
2024-09-16T20:01:21.545;372
2024-09-16T20:01:21.917;372
2024-09-16T20:01:22.289;369
2024-09-16T20:01:22.658;372
2024-09-16T20:01:23.030;371
2024-09-16T20:01:23.401;370
2024-09-16T20:01:23.771;371
2024-09-16T20:01:24.142;369
2024-09-16T20:01:24.511;370
2024-09-16T20:01:24.881;370
2024-09-16T20:01:25.251;373
2024-09-16T20:01:25.624;370
2024-09-16T20:01:25.994;370
2024-09-16T20:01:26.364;372
2024-09-16T20:01:26.736;373
2024-09-16T20:01:27.109;371
2024-09-16T20:01:27.480;375
2024-09-16T20:01:27.855;370
2024-09-16T20:01:28.225;374
2024-09-16T20:01:28.599;371
2024-09-16T20:01:28.970;372
2024-09-16T20:01:29.342;371
2024-09-16T20:01:29.713;372
2024-09-16T20:01:30.085;371
2024-09-16T20:01:30.456;372
