Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2024-09-16T18:38:57.422;100
2024-09-16T18:38:58.279;103
2024-09-16T18:40:09.253;107;11,2
2024-09-16T18:40:10.278;108;11,2
2024-09-16T18:40:11.271;109;11,1
2024-09-16T18:40:12.320;109;8,3
2024-09-16T18:40:13.245;109;8,4
2024-09-16T18:40:14.245;108;8,4
2024-09-16T18:40:15.282;106;9,0
2024-09-16T18:40:16.420;103;8,9
2024-09-16T18:40:17.442;103;8,9
2024-09-16T18:40:18.296;103;9,7
2024-09-16T18:40:19.289;104;9,2
2024-09-16T18:40:20.265;105;9,2
2024-09-16T18:40:21.269;106;8,8
2024-09-16T18:40:22.262;109;9,0
2024-09-16T18:40:23.272;110;8,9
2024-09-16T18:40:24.341;110;8,7
2024-09-16T18:40:25.259;109;8,6
2024-09-16T18:40:26.303;108;8,7
2024-09-16T18:40:27.244;106;9,3
2024-09-16T18:40:28.275;104;9,4
2024-09-16T18:40:29.267;103;9,2
2024-09-16T18:40:30.315;103;9,2
2024-09-16T18:40:31.254;102;9,1
2024-09-16T18:40:32.247;103;7,3
2024-09-16T18:40:33.324;103;7,3
2024-09-16T18:40:34.260;102;7,2
2024-09-16T18:40:35.268;102;6,4
2024-09-16T18:40:36.243;103;6,3
2024-09-16T18:40:37.276;104;6,2
2024-09-16T18:40:38.314;104;6,1
2024-09-16T18:40:39.255;104;5,5
2024-09-16T18:40:40.275;103;6,0
2024-09-16T18:40:41.241;101;5,5
2024-09-16T18:40:42.319;101;5,4
2024-09-16T18:40:43.309;102;4,7
2024-09-16T18:40:44.337;103;5,1
2024-09-16T18:40:45.252;105;5,3
2024-09-16T18:40:46.311;106;5,3
2024-09-16T18:40:47.343;106;5,4
2024-09-16T18:40:48.374;105;5,8
2024-09-16T18:40:49.256;103;6,4
2024-09-16T18:40:50.237;103;6,4
2024-09-16T18:40:51.314;102;6,4
2024-09-16T18:40:52.333;101;6,2
2024-09-16T18:40:53.254;101;6,3
2024-09-16T18:40:54.330;101;6,3
2024-09-16T18:40:55.281;101;6,4
2024-09-16T18:40:56.269;103;6,7
2024-09-16T18:40:57.267;105;6,7
2024-09-16T18:40:58.247;106;6,9
2024-09-16T18:40:59.258;107;6,8
2024-09-16T18:41:00.275;106;7,4
2024-09-16T18:41:01.278;105;7,3
2024-09-16T18:41:02.427;102;8,1
2024-09-16T18:41:03.241;99;8,2
2024-09-16T18:41:04.275;100;10,6
2024-09-16T18:41:05.265;102;10,2
2024-09-16T18:41:06.281;105;10,5
2024-09-16T18:41:07.247;107;11,0
2024-09-16T18:41:08.259;109;11,0
2024-09-16T18:41:09.272;111;11,0
2024-09-16T18:41:10.271;112;10,9
2024-09-16T18:41:11.254;113;10,9
2024-09-16T18:41:12.245;115;10,7
2024-09-16T18:41:13.282;116;10,6
2024-09-16T18:41:14.268;118;10,5
2024-09-16T18:41:15.259;119;10,3
2024-09-16T18:41:16.258;122;8,9
2024-09-16T18:41:17.288;123;8,8
2024-09-16T18:41:18.273;125;5,6
2024-09-16T18:41:19.264;126;5,7
2024-09-16T18:41:20.253;127;4,7
2024-09-16T18:41:21.262;128;3,5
2024-09-16T18:41:22.276;128;3,4
2024-09-16T18:41:23.300;129;3,3
2024-09-16T18:41:24.258;129;3,2
2024-09-16T18:41:25.351;129;2,9
2024-09-16T18:41:26.235;130;2,9
2024-09-16T18:41:27.279;130;2,4
2024-09-16T18:41:28.307;130;2,1
2024-09-16T18:41:29.308;130;1,9
2024-09-16T18:41:30.349;131;1,9
2024-09-16T18:41:31.307;131;1,3
2024-09-16T18:41:32.316;132;1,2
2024-09-16T18:41:33.343;133;1,7
2024-09-16T18:41:34.531;134;1,7
2024-09-16T18:41:35.254;134;1,7
2024-09-16T18:41:36.276;134;1,7
2024-09-16T18:41:37.316;134;1,7
2024-09-16T18:41:38.255;134;1,7
2024-09-16T18:41:39.257;134;1,7
2024-09-16T18:41:40.284;133;1,8
2024-09-16T18:41:41.269;132;1,8
2024-09-16T18:41:42.316;132;1,8
2024-09-16T18:41:43.247;132;1,8
2024-09-16T18:41:44.506;132;1,8
2024-09-16T18:41:45.367;132;1,7
2024-09-16T18:41:46.351;132;1,2
2024-09-16T18:41:47.293;133;1,3
2024-09-16T18:41:48.241;133;1,4
2024-09-16T18:41:49.277;133;1,4
2024-09-16T18:41:50.265;133;1,4
2024-09-16T18:41:51.255;131;2,5
2024-09-16T18:41:52.265;130;2,5
2024-09-16T18:41:53.241;129;2,5
2024-09-16T18:41:54.291;128;2,4
2024-09-16T18:41:55.262;128;2,4
2024-09-16T18:41:56.260;128;2,6
2024-09-16T18:41:57.242;129;2,6
2024-09-16T18:41:58.282;130;2,6
2024-09-16T18:41:59.268;129;2,8
2024-09-16T18:42:00.256;128;3,1
2024-09-16T18:42:01.248;127;3,0
2024-09-16T18:42:02.242;126;3,0
2024-09-16T18:42:03.279;125;3,0
2024-09-16T18:42:04.295;125;2,5
2024-09-16T18:42:05.251;125;2,2
2024-09-16T18:42:06.241;124;2,1
2024-09-16T18:42:07.280;124;2,3
2024-09-16T18:42:08.269;123;2,3
2024-09-16T18:42:09.257;123;2,3
2024-09-16T18:42:10.248;123;2,0
2024-09-16T18:42:11.251;123;2,1
2024-09-16T18:42:12.271;124;2,1
2024-09-16T18:42:13.261;124;2,1
2024-09-16T18:42:14.258;124;1,7
2024-09-16T18:42:15.243;125;1,7
2024-09-16T18:42:16.279;125;2,0
2024-09-16T18:42:17.269;126;2,0
2024-09-16T18:42:18.259;127;2,0
2024-09-16T18:42:19.253;128;2,1
2024-09-16T18:42:20.251;129;2,3
2024-09-16T18:42:21.274;131;2,4
2024-09-16T18:42:22.306;132;2,4
2024-09-16T18:42:23.335;134;2,6
2024-09-16T18:42:24.242;134;2,6
2024-09-16T18:42:25.278;135;2,5
2024-09-16T18:42:26.271;135;2,3
2024-09-16T18:42:27.261;135;2,3
2024-09-16T18:42:28.270;136;2,4
2024-09-16T18:42:29.236;136;2,2
2024-09-16T18:42:30.273;137;2,2
2024-09-16T18:42:31.262;139;2,2
2024-09-16T18:42:32.256;139;2,0
2024-09-16T18:42:33.242;139;1,9
2024-09-16T18:42:34.278;140;1,8
2024-09-16T18:42:35.284;140;1,3
2024-09-16T18:42:36.300;141;1,3
2024-09-16T18:42:37.253;141;1,3
2024-09-16T18:42:38.248;142;1,3
2024-09-16T18:42:39.280;142;1,4
2024-09-16T18:42:40.267;143;1,3
2024-09-16T18:42:41.259;143;1,3
2024-09-16T18:42:42.270;144;1,5
2024-09-16T18:42:43.276;145;1,4
2024-09-16T18:42:44.270;145;1,4
2024-09-16T18:42:45.258;144;1,6
2024-09-16T18:42:46.250;144;1,7
2024-09-16T18:42:47.259;144;1,6
2024-09-16T18:42:48.271;144;1,5
2024-09-16T18:42:49.271;144;1,6
2024-09-16T18:42:50.289;144;1,5
2024-09-16T18:42:51.243;144;1,5
2024-09-16T18:42:52.281;145;1,6
2024-09-16T18:42:53.267;145;1,6
2024-09-16T18:42:54.273;145;1,5
2024-09-16T18:42:55.246;144;1,5
2024-09-16T18:42:56.241;144;1,4
2024-09-16T18:42:57.285;144;1,2
2024-09-16T18:42:58.261;144;1,2
2024-09-16T18:42:59.256;144;1,2
2024-09-16T18:43:00.242;144;1,2
2024-09-16T18:43:01.316;144;1,3
2024-09-16T18:43:02.271;146;1,5
2024-09-16T18:43:03.259;146;1,5
2024-09-16T18:43:04.277;147;1,4
2024-09-16T18:43:05.237;147;1,4
2024-09-16T18:43:06.292;148;1,1
2024-09-16T18:43:07.262;148;1,1
2024-09-16T18:43:08.252;148;1,1
2024-09-16T18:43:09.246;149;1,1
2024-09-16T18:43:10.280;150;1,2
2024-09-16T18:43:11.339;150;1,2
2024-09-16T18:43:12.302;150;1,1
2024-09-16T18:43:13.351;150;1,0
2024-09-16T18:43:14.237;149;0,8
2024-09-16T18:43:15.270;149;0,8
2024-09-16T18:43:16.280;149;0,9
2024-09-16T18:43:17.251;149;0,9
2024-09-16T18:43:18.260;148;0,9
2024-09-16T18:43:19.276;148;0,9
2024-09-16T18:43:20.269;149;0,9
2024-09-16T18:43:21.257;149;1,0
2024-09-16T18:43:22.247;150;1,1
2024-09-16T18:43:23.237;150;1,2
2024-09-16T18:43:24.273;150;1,2
2024-09-16T18:43:25.272;149;1,2
2024-09-16T18:43:26.254;150;1,2
2024-09-16T18:43:27.288;149;1,2
2024-09-16T18:43:28.283;150;1,2
2024-09-16T18:43:29.269;150;1,2
2024-09-16T18:43:30.257;150;1,4
2024-09-16T18:43:31.247;150;1,4
2024-09-16T18:43:32.274;151;1,4
2024-09-16T18:43:33.273;152;1,2
2024-09-16T18:43:34.262;151;1,2
2024-09-16T18:43:35.256;150;1,1
2024-09-16T18:43:36.242;150;1,1
2024-09-16T18:43:37.278;150;1,2
2024-09-16T18:43:38.268;150;1,2
2024-09-16T18:43:39.290;151;1,2
2024-09-16T18:43:40.248;152;1,2
2024-09-16T18:43:41.252;152;1,2
2024-09-16T18:43:42.341;152;1,1
2024-09-16T18:43:43.264;152;1,2
2024-09-16T18:43:44.270;153;1,3
2024-09-16T18:43:45.244;153;1,3
2024-09-16T18:43:46.303;153;1,3
2024-09-16T18:43:47.269;154;1,3
2024-09-16T18:43:48.295;155;1,2
2024-09-16T18:43:49.249;155;1,2
2024-09-16T18:43:50.247;156;1,1
2024-09-16T18:43:51.272;156;1,1
2024-09-16T18:43:52.263;156;1,3
2024-09-16T18:43:53.259;156;1,4
2024-09-16T18:43:54.246;156;1,3
2024-09-16T18:43:55.276;155;1,3
2024-09-16T18:43:56.381;155;1,3
2024-09-16T18:43:57.259;155;1,2
2024-09-16T18:43:58.280;155;1,3
2024-09-16T18:43:59.242;155;1,3
2024-09-16T18:44:00.272;156;1,3
2024-09-16T18:44:01.306;156;1,3
2024-09-16T18:44:02.267;156;1,2
2024-09-16T18:44:03.309;156;1,2
2024-09-16T18:44:04.280;154;1,6
2024-09-16T18:44:05.270;153;1,6
2024-09-16T18:44:06.261;152;1,4
2024-09-16T18:44:07.267;151;1,4
2024-09-16T18:44:08.242;151;1,5
2024-09-16T18:44:09.270;152;1,4
2024-09-16T18:44:10.275;152;1,5
2024-09-16T18:44:11.254;152;1,5
2024-09-16T18:44:12.288;152;1,5
2024-09-16T18:44:13.288;152;1,5
2024-09-16T18:44:14.275;152;1,5
2024-09-16T18:44:15.260;152;0,9
2024-09-16T18:44:16.246;153;0,9
2024-09-16T18:44:17.250;153;0,9
2024-09-16T18:44:18.296;153;0,9
2024-09-16T18:44:19.288;154;0,9
2024-09-16T18:44:20.251;154;0,9
2024-09-16T18:44:21.243;155;1,0
2024-09-16T18:44:22.281;155;0,7
2024-09-16T18:44:23.268;155;0,7
2024-09-16T18:44:24.321;154;0,8
2024-09-16T18:44:25.246;154;0,8
2024-09-16T18:44:26.238;154;0,9
2024-09-16T18:44:27.272;153;0,9
2024-09-16T18:44:28.264;153;0,9
2024-09-16T18:44:29.251;152;0,9
2024-09-16T18:44:30.242;152;0,9
2024-09-16T18:44:31.279;152;0,9
2024-09-16T18:44:32.267;152;0,8
2024-09-16T18:44:33.255;151;0,9
2024-09-16T18:44:34.252;151;0,9
2024-09-16T18:44:35.241;151;0,9
2024-09-16T18:44:36.334;151;0,9
2024-09-16T18:44:37.265;152;0,9
2024-09-16T18:44:38.291;152;0,8
2024-09-16T18:44:39.245;153;0,9
2024-09-16T18:44:40.276;153;0,8
2024-09-16T18:44:41.275;152;1,0
2024-09-16T18:44:42.259;151;1,0
2024-09-16T18:44:43.261;151;1,0
2024-09-16T18:44:44.238;151;1,0
2024-09-16T18:44:45.273;152;1,0
2024-09-16T18:44:46.276;152;1,1
2024-09-16T18:44:47.255;153;1,1
2024-09-16T18:44:48.246;154;1,1
2024-09-16T18:44:49.232;154;1,1
2024-09-16T18:44:50.271;154;1,1
2024-09-16T18:44:51.303;154;1,3
2024-09-16T18:44:52.295;153;1,2
2024-09-16T18:44:53.237;153;1,2
2024-09-16T18:44:54.276;154;1,2
2024-09-16T18:44:55.263;155;1,3
2024-09-16T18:44:56.252;155;1,3
2024-09-16T18:44:57.259;155;1,2
2024-09-16T18:44:58.236;155;1,2
2024-09-16T18:44:59.268;155;1,2
2024-09-16T18:45:00.260;155;1,2
2024-09-16T18:45:01.266;155;1,3
2024-09-16T18:45:02.254;154;1,3
2024-09-16T18:45:03.272;155;1,3
2024-09-16T18:45:04.354;156;1,3
2024-09-16T18:45:05.258;157;1,4
2024-09-16T18:45:06.242;157;1,3
2024-09-16T18:45:07.236;157;1,4
2024-09-16T18:45:08.267;157;1,4
2024-09-16T18:45:09.272;158;1,4
2024-09-16T18:45:10.246;158
2024-09-16T18:45:11.255;158;1,5
2024-09-16T18:45:12.270;158;1,5
2024-09-16T18:45:13.274;158;37,8
2024-09-16T18:45:14.266;159;42,3
2024-09-16T18:45:15.245;159;49,7
2024-09-16T18:45:16.254;160;49,7
2024-09-16T18:45:17.271;160;49,7
2024-09-16T18:45:18.259;161;49,7
2024-09-16T18:45:19.248;161;49,7
2024-09-16T18:45:20.241;160;49,7
2024-09-16T18:45:21.282;160;49,7
2024-09-16T18:45:22.263;160;49,7
2024-09-16T18:45:23.302;159;49,7
2024-09-16T18:45:24.244;159;32,3
2024-09-16T18:45:25.235;159;1,0
2024-09-16T18:45:26.272;159;0,9
2024-09-16T18:45:27.259;159;0,9
2024-09-16T18:45:28.339;159;0,9
2024-09-16T18:45:29.237;159;0,9
2024-09-16T18:45:30.274;159;0,8
2024-09-16T18:45:31.276;159;0,7
2024-09-16T18:45:32.249;159;0,7
2024-09-16T18:45:33.244;160;0,6
2024-09-16T18:45:34.236;160;0,6
2024-09-16T18:45:35.402;160;1,1
2024-09-16T18:45:36.268;159;1,2
2024-09-16T18:45:37.248;158;1,2
2024-09-16T18:45:38.241;157;1,3
2024-09-16T18:45:39.273;157;1,3
2024-09-16T18:45:40.273;157;1,3
2024-09-16T18:45:41.302;157;1,4
2024-09-16T18:45:42.344;157;1,4
2024-09-16T18:45:43.233;158;1,4
2024-09-16T18:45:44.270;158;1,4
2024-09-16T18:45:45.258;158;1,4
2024-09-16T18:45:46.248;158;0,9
2024-09-16T18:45:47.357;158;0,7
2024-09-16T18:45:48.277;158;0,8
2024-09-16T18:45:49.265;158;0,8
2024-09-16T18:45:50.262;157;0,9
2024-09-16T18:45:51.243;156;1,0
2024-09-16T18:45:52.235;155;0,9
2024-09-16T18:45:53.271;155;1,1
2024-09-16T18:45:54.275;155;1,1
2024-09-16T18:45:55.251;156;1,1
2024-09-16T18:45:56.264;157;1,2
2024-09-16T18:45:57.273;157;1,1
2024-09-16T18:45:58.264;157;1,1
2024-09-16T18:45:59.256;157;1,1
2024-09-16T18:46:00.243;157;1,1
2024-09-16T18:46:01.259;157;1,0
2024-09-16T18:46:02.308;157;0,9
2024-09-16T18:46:03.261;158;0,9
2024-09-16T18:46:04.249;158;0,6
2024-09-16T18:46:05.238;158;0,7
2024-09-16T18:46:06.273;158;0,7
2024-09-16T18:46:07.263;158;0,6
2024-09-16T18:46:08.279;158;0,6
2024-09-16T18:46:09.302;159;0,6
2024-09-16T18:46:10.233;159;0,6
2024-09-16T18:46:11.277;160;0,7
2024-09-16T18:46:12.301;161;0,7
2024-09-16T18:46:13.263;161;0,8
2024-09-16T18:46:14.239;161;0,8
2024-09-16T18:46:15.275;162;0,7
2024-09-16T18:46:16.265;162;0,8
2024-09-16T18:46:17.286;162;0,7
2024-09-16T18:46:18.247;162;0,9
2024-09-16T18:46:19.234;162;0,9
2024-09-16T18:46:20.267;161;0,9
2024-09-16T18:46:21.262;161;0,9
2024-09-16T18:46:22.246;161;0,9
2024-09-16T18:46:23.251;161;0,9
2024-09-16T18:46:24.274;161;0,9
2024-09-16T18:46:25.266;161;0,9
2024-09-16T18:46:26.253;161;0,9
2024-09-16T18:46:27.258;161;0,9
2024-09-16T18:46:28.252;162;1,0
2024-09-16T18:46:29.266;163;0,8
2024-09-16T18:46:30.317;164;0,9
2024-09-16T18:46:31.306;164;0,8
2024-09-16T18:46:32.298;165;0,9
2024-09-16T18:46:33.288;165;0,8
2024-09-16T18:46:34.267;165;0,8
2024-09-16T18:46:35.253;165;0,9
2024-09-16T18:46:36.253;164;0,9
2024-09-16T18:46:37.234;164;0,9
2024-09-16T18:46:38.281;164;0,8
2024-09-16T18:46:39.297;164;0,7
2024-09-16T18:46:40.264;165;0,8
2024-09-16T18:46:41.278;165;0,8
2024-09-16T18:46:42.275;165;0,9
2024-09-16T18:46:43.279;165;0,8
2024-09-16T18:46:44.275;165;0,8
2024-09-16T18:46:45.260;164;0,8
2024-09-16T18:46:46.276;164;0,8
2024-09-16T18:46:47.283;163;0,9
2024-09-16T18:46:48.265;162;0,9
2024-09-16T18:46:49.263;161;1,0
2024-09-16T18:46:50.257;160;1,0
2024-09-16T18:46:51.285;160;0,9
2024-09-16T18:46:52.307;160;1,0
2024-09-16T18:46:53.294;161;1,0
2024-09-16T18:46:54.259;161;1,2
2024-09-16T18:46:55.250;161;1,3
2024-09-16T18:46:56.318;161;1,4
2024-09-16T18:46:57.268;161;1,5
2024-09-16T18:46:58.266;161;1,5
2024-09-16T18:46:59.253;161;1,5
2024-09-16T18:47:00.271;161;1,5
2024-09-16T18:47:01.275;161;1,6
2024-09-16T18:47:02.262;161;1,5
2024-09-16T18:47:03.255;160;1,5
2024-09-16T18:47:04.240;161;1,5
2024-09-16T18:47:05.284;161;1,4
2024-09-16T18:47:06.277;162;1,2
2024-09-16T18:47:07.304;162;1,2
2024-09-16T18:47:08.249;163;1,1
2024-09-16T18:47:09.286;163;0,9
2024-09-16T18:47:10.314;163;0,9
2024-09-16T18:47:11.315;163;0,9
2024-09-16T18:47:12.280;164;0,7
2024-09-16T18:47:13.247;164;0,7
2024-09-16T18:47:14.269;163;0,7
2024-09-16T18:47:15.270;163;0,6
2024-09-16T18:47:16.252;163;0,6
2024-09-16T18:47:17.246;163;0,6
2024-09-16T18:47:18.284;163;0,6
2024-09-16T18:47:19.279;163;0,5
2024-09-16T18:47:20.310;162;0,7
2024-09-16T18:47:21.296;163;0,9
2024-09-16T18:47:22.293;163;0,9
2024-09-16T18:47:23.276;163;0,9
2024-09-16T18:47:24.360;164;0,9
2024-09-16T18:47:25.255;165;1,0
2024-09-16T18:47:26.360;165;0,9
2024-09-16T18:47:27.284;165;0,9
2024-09-16T18:47:28.273;164;0,9
2024-09-16T18:47:29.262;165;0,9
2024-09-16T18:47:30.247;166;1,0
2024-09-16T18:47:31.252;167;1,1
2024-09-16T18:47:32.288;167;0,9
2024-09-16T18:47:33.343;167;0,9
2024-09-16T18:47:34.257;166;1,0
2024-09-16T18:47:35.252;166;1,0
2024-09-16T18:47:36.289;165;0,9
2024-09-16T18:47:37.273;165;0,9
2024-09-16T18:47:38.289;165;1,0
2024-09-16T18:47:39.251;166;1,0
2024-09-16T18:47:40.276;166;0,9
2024-09-16T18:47:41.279;166;0,9
2024-09-16T18:47:42.271;166;0,9
2024-09-16T18:47:43.303;166;0,9
2024-09-16T18:47:44.263;165;0,8
2024-09-16T18:47:45.280;165;0,7
2024-09-16T18:47:46.317;165;0,7
2024-09-16T18:47:47.316;165;0,8
2024-09-16T18:47:48.244;165;0,7
2024-09-16T18:47:49.237;165;0,7
2024-09-16T18:47:50.278;165;0,7
2024-09-16T18:47:51.264;165;0,6
2024-09-16T18:47:52.287;165;0,6
2024-09-16T18:47:53.246;165;0,6
2024-09-16T18:47:54.272;166;0,6
2024-09-16T18:47:55.342;167;0,6
2024-09-16T18:47:56.287;168;37,2
2024-09-16T18:47:57.245;168;37,2
2024-09-16T18:47:58.244;168;37,2
2024-09-16T18:47:59.270;168;37,2
2024-09-16T18:48:00.348;167;37,2
2024-09-16T18:48:01.296;166;37,2
2024-09-16T18:48:02.246;166;37,2
2024-09-16T18:48:03.284;166;37,8
2024-09-16T18:48:04.302;166;44,3
2024-09-16T18:48:05.262;165;44,3
2024-09-16T18:48:06.276;165;44,3
2024-09-16T18:48:07.247;164;44,3
2024-09-16T18:48:08.287;164;44,3
2024-09-16T18:48:09.272;164;24,2
2024-09-16T18:48:10.338;164;24,2
2024-09-16T18:48:11.341;164;24,1
2024-09-16T18:48:12.285;164;24,1
2024-09-16T18:48:13.321;165;24,1
2024-09-16T18:48:14.259;165;23,7
2024-09-16T18:48:15.303;165;1,2
2024-09-16T18:48:16.248;165;1,1
2024-09-16T18:48:17.279;165;1,1
2024-09-16T18:48:18.368;165;0,9
2024-09-16T18:48:19.250;164;1,0
2024-09-16T18:48:20.261;164;0,7
2024-09-16T18:48:21.290;163;0,7
2024-09-16T18:48:22.271;163;0,7
2024-09-16T18:48:23.267;163;0,7
2024-09-16T18:48:24.292;162;0,8
2024-09-16T18:48:25.272;162;0,9
2024-09-16T18:48:26.282;162;1,5
2024-09-16T18:48:27.317;162;1,5
2024-09-16T18:48:28.258;162;1,5
2024-09-16T18:48:29.248;162;1,5
2024-09-16T18:48:30.287;161;1,5
2024-09-16T18:48:31.272;161;1,5
2024-09-16T18:48:32.296;161;1,6
2024-09-16T18:48:33.290;162;1,5
2024-09-16T18:48:34.259;162;1,5
2024-09-16T18:48:35.278;163;1,5
2024-09-16T18:48:36.269;163;1,5
2024-09-16T18:48:37.258;163;1,0
2024-09-16T18:48:38.289;164;1,0
2024-09-16T18:48:39.279;164;1,0
2024-09-16T18:48:40.272;164;1,0
2024-09-16T18:48:41.260;165;1,0
2024-09-16T18:48:42.254;165;1,0
2024-09-16T18:48:43.275;165;1,0
2024-09-16T18:48:44.270;165;1,0
2024-09-16T18:48:45.268;165;0,9
2024-09-16T18:48:46.285;166;0,8
2024-09-16T18:48:47.285;166;0,7
2024-09-16T18:48:48.283;166;0,8
2024-09-16T18:48:49.274;166;1,1
2024-09-16T18:48:50.266;167;1,2
2024-09-16T18:48:51.278;167;1,2
2024-09-16T18:48:52.253;168;1,3
2024-09-16T18:48:53.269;168;1,2
2024-09-16T18:48:54.270;169;1,2
2024-09-16T18:48:55.251;169;1,2
2024-09-16T18:48:56.242;169;1,2
2024-09-16T18:48:57.280;170;1,2
2024-09-16T18:48:58.307;170;1,2
2024-09-16T18:48:59.265;170;1,0
2024-09-16T18:49:00.298;170;0,7
2024-09-16T18:49:01.298;169;0,7
2024-09-16T18:49:02.280;169;0,5
2024-09-16T18:49:03.268;169;0,6
2024-09-16T18:49:04.258;169;0,7
2024-09-16T18:49:05.276;169;0,7
2024-09-16T18:49:06.287;169;0,7
2024-09-16T18:49:07.265;168;0,7
2024-09-16T18:49:08.348;168;0,7
2024-09-16T18:49:09.247;168;0,7
2024-09-16T18:49:10.234;169;0,7
2024-09-16T18:49:11.280;169;0,7
2024-09-16T18:49:12.272;170;0,8
2024-09-16T18:49:13.258;170;0,6
2024-09-16T18:49:14.241;170;0,6
2024-09-16T18:49:15.340;169;0,6
2024-09-16T18:49:16.271;169;0,6
2024-09-16T18:49:17.265;169;0,6
2024-09-16T18:49:18.256;169;0,6
2024-09-16T18:49:19.266;169;0,6
2024-09-16T18:49:20.278;170;0,6
2024-09-16T18:49:21.267;169;0,5
2024-09-16T18:49:22.259;170;0,4
2024-09-16T18:49:23.241;170;0,3
2024-09-16T18:49:24.327;170;0,3
2024-09-16T18:49:25.272;170;0,4
2024-09-16T18:49:26.258;170;0,3
2024-09-16T18:49:27.257;170;0,3
2024-09-16T18:49:28.242;170;0,3
2024-09-16T18:49:29.269;170;0,4
2024-09-16T18:49:30.272;170;0,5
2024-09-16T18:49:31.282;170;0,5
2024-09-16T18:49:32.250;170;0,6
2024-09-16T18:49:33.280;170;0,7
2024-09-16T18:49:34.277;170;0,8
2024-09-16T18:49:35.258;171;0,7
2024-09-16T18:49:36.258;171;0,8
2024-09-16T18:49:37.274;171;0,8
2024-09-16T18:49:38.365;171;0,8
2024-09-16T18:49:39.271;171;0,9
2024-09-16T18:49:40.251;171;0,9
2024-09-16T18:49:41.251;171;1,0
2024-09-16T18:49:42.286;171;1,0
2024-09-16T18:49:43.280;170;0,9
2024-09-16T18:49:44.261;170;0,9
2024-09-16T18:49:45.285;170;0,9
2024-09-16T18:49:46.242;170;0,9
2024-09-16T18:49:47.277;171;0,9
2024-09-16T18:49:48.261;170;0,9
2024-09-16T18:49:49.303;171;1,0
2024-09-16T18:49:50.290;171;1,0
2024-09-16T18:49:51.283;171;0,8
2024-09-16T18:49:52.282;171;0,8
2024-09-16T18:49:53.264;171;0,8
2024-09-16T18:49:54.253;171;0,7
2024-09-16T18:49:55.246;171;0,6
2024-09-16T18:49:56.281;171;0,6
2024-09-16T18:49:57.270;171;0,6
2024-09-16T18:49:58.260;171;0,6
