Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2024-09-16T18:38:57.422;100
2024-09-16T18:38:58.279;103
2024-09-16T18:49:59.255;171;0,5
2024-09-16T18:50:00.271;171;0,3
2024-09-16T18:50:01.294;171;0,4
2024-09-16T18:50:02.250;170;0,3
2024-09-16T18:50:03.245;170;0,3
2024-09-16T18:50:04.238;171;0,4
2024-09-16T18:50:05.271;171;0,5
2024-09-16T18:50:06.317;172;0,6
2024-09-16T18:50:07.246;172;0,6
2024-09-16T18:50:08.251;172;0,6
2024-09-16T18:50:09.457;173;0,7
2024-09-16T18:50:10.264;173;0,7
2024-09-16T18:50:11.249;174;0,7
2024-09-16T18:50:12.287;174;0,7
2024-09-16T18:50:13.249;174;0,7
2024-09-16T18:50:14.267;173;0,7
2024-09-16T18:50:15.270;173;0,6
2024-09-16T18:50:16.274;173;0,6
2024-09-16T18:50:17.236;173;0,6
2024-09-16T18:50:18.296;173;0,6
2024-09-16T18:50:19.261;174;0,6
2024-09-16T18:50:20.296;174;0,6
2024-09-16T18:50:21.241;174;0,6
2024-09-16T18:50:22.236;173;0,6
2024-09-16T18:50:23.278;173;0,7
2024-09-16T18:50:24.310;172;0,7
2024-09-16T18:50:25.262;173;0,7
2024-09-16T18:50:26.239;173;0,6
2024-09-16T18:50:27.277;173;0,6
2024-09-16T18:50:28.266;173;0,6
2024-09-16T18:50:29.256;173;0,6
2024-09-16T18:50:30.247;173;0,6
2024-09-16T18:50:31.232;173;0,4
2024-09-16T18:50:32.270;173;0,5
2024-09-16T18:50:33.261;174;0,5
2024-09-16T18:50:34.276;174;0,5
2024-09-16T18:50:35.250;174;0,5
2024-09-16T18:50:36.272;174;0,5
2024-09-16T18:50:37.263;174;0,5
2024-09-16T18:50:38.252;174;0,5
2024-09-16T18:50:39.397;173;0,5
2024-09-16T18:50:40.276;173;0,6
2024-09-16T18:50:41.302;173;0,6
2024-09-16T18:50:42.311;173;0,5
2024-09-16T18:50:43.257;173;0,5
2024-09-16T18:50:44.238;174;0,6
2024-09-16T18:50:45.275;174;0,6
2024-09-16T18:50:46.263;174;0,6
2024-09-16T18:50:47.249;174;0,6
2024-09-16T18:50:48.253;174;0,7
2024-09-16T18:50:49.231;173;0,7
2024-09-16T18:50:50.277;173;0,7
2024-09-16T18:50:51.257;172;0,7
2024-09-16T18:50:52.244;172;0,7
2024-09-16T18:50:53.351;172;0,8
2024-09-16T18:50:54.331;172;0,7
2024-09-16T18:50:55.265;172;0,7
2024-09-16T18:50:56.265;172;0,7
2024-09-16T18:50:57.248;172;0,7
2024-09-16T18:50:58.245;173;0,6
2024-09-16T18:50:59.279;173;0,7
2024-09-16T18:51:00.253;173;0,7
2024-09-16T18:51:01.250;174;0,8
2024-09-16T18:51:02.275;175;0,8
2024-09-16T18:51:03.272;175;0,8
2024-09-16T18:51:04.264;175;0,8
2024-09-16T18:51:05.254;175;0,8
2024-09-16T18:51:06.246;175;0,8
2024-09-16T18:51:07.245;175;0,8
2024-09-16T18:51:08.276;175;0,8
2024-09-16T18:51:09.270;175;0,8
2024-09-16T18:51:10.248;175;0,7
2024-09-16T18:51:11.238;175;0,6
2024-09-16T18:51:12.273;175;0,6
2024-09-16T18:51:13.266;175;0,6
2024-09-16T18:51:14.266;175;0,5
2024-09-16T18:51:15.290;175;0,8
2024-09-16T18:51:16.263;175;1,0
2024-09-16T18:51:17.276;174;0,9
2024-09-16T18:51:18.311;174;0,9
2024-09-16T18:51:19.246;174;0,9
2024-09-16T18:51:20.249;174;1,0
2024-09-16T18:51:21.278;174;1,0
2024-09-16T18:51:22.276;174;1,0
2024-09-16T18:51:23.259;174;0,9
2024-09-16T18:51:24.243;174;1,0
2024-09-16T18:51:25.232;174;0,8
2024-09-16T18:51:26.270;175;0,6
2024-09-16T18:51:27.267;175;0,8
2024-09-16T18:51:28.283;175;0,9
2024-09-16T18:51:29.282;176;0,9
2024-09-16T18:51:30.337;176;0,8
2024-09-16T18:51:31.273;176;0,8
2024-09-16T18:51:32.253;176;0,8
2024-09-16T18:51:33.244;176;0,8
2024-09-16T18:51:34.237;177;0,8
2024-09-16T18:51:35.302;177;0,8
2024-09-16T18:51:36.273;177;0,7
2024-09-16T18:51:37.268;177;0,6
2024-09-16T18:51:38.233;177;0,6
2024-09-16T18:51:39.285;177;0,5
2024-09-16T18:51:40.263;177;0,6
2024-09-16T18:51:41.263;177;0,7
2024-09-16T18:51:42.261;177;0,7
2024-09-16T18:51:43.234;176;0,7
2024-09-16T18:51:44.327;176;0,8
2024-09-16T18:51:45.261;176;0,8
2024-09-16T18:51:46.245;177;0,8
2024-09-16T18:51:47.242;177;0,8
2024-09-16T18:51:48.271;177;0,7
2024-09-16T18:51:49.309;177;0,9
2024-09-16T18:51:50.252;177;0,8
2024-09-16T18:51:51.245;176;0,8
2024-09-16T18:51:52.242;176;0,8
2024-09-16T18:51:53.268;176;0,7
2024-09-16T18:51:54.260;176;0,7
2024-09-16T18:51:55.260;176;0,7
2024-09-16T18:51:56.296;176;0,8
2024-09-16T18:51:57.273;177;0,8
2024-09-16T18:51:58.274;176;0,7
2024-09-16T18:51:59.263;176;0,7
2024-09-16T18:52:00.260;176;0,7
2024-09-16T18:52:01.236;176;0,7
2024-09-16T18:52:02.381;176;0,7
2024-09-16T18:52:03.265;176;0,7
2024-09-16T18:52:04.261;176;0,6
2024-09-16T18:52:05.279;176;0,6
2024-09-16T18:52:06.275;176;0,6
2024-09-16T18:52:07.262;176;0,6
2024-09-16T18:52:08.297;176;0,6
2024-09-16T18:52:09.261;176;0,4
2024-09-16T18:52:10.273;176;0,4
2024-09-16T18:52:11.384;176;0,5
2024-09-16T18:52:12.267;177;0,5
2024-09-16T18:52:13.259;177;0,5
2024-09-16T18:52:14.343;177;0,5
2024-09-16T18:52:15.271;177;0,6
2024-09-16T18:52:16.272;177;0,6
2024-09-16T18:52:17.255;177;0,7
2024-09-16T18:52:18.245;178;0,7
2024-09-16T18:52:19.282;178;0,7
2024-09-16T18:52:20.274;178;0,7
2024-09-16T18:52:21.270;178;0,7
2024-09-16T18:52:22.274;178;0,8
2024-09-16T18:52:23.250;177;0,8
2024-09-16T18:52:24.287;177;0,8
2024-09-16T18:52:25.275;177;0,7
2024-09-16T18:52:26.261;176;0,7
2024-09-16T18:52:27.260;176;0,7
2024-09-16T18:52:28.239;176;0,7
2024-09-16T18:52:29.269;176;0,7
2024-09-16T18:52:30.270;176;0,7
2024-09-16T18:52:31.250;177;0,7
2024-09-16T18:52:32.248;177;0,7
2024-09-16T18:52:33.336;177;0,8
2024-09-16T18:52:36.259;177;0,8
2024-09-16T18:52:36.261;178;0,7
2024-09-16T18:52:36.263;178;0,7
2024-09-16T18:52:37.236;178;0,7
2024-09-16T18:52:38.283;178;0,7
2024-09-16T18:52:39.276;178;0,7
2024-09-16T18:52:40.252;178;0,6
2024-09-16T18:52:41.251;178;0,6
2024-09-16T18:52:42.283;178;0,6
2024-09-16T18:52:43.277;178;0,6
2024-09-16T18:52:44.264;178;0,6
2024-09-16T18:52:45.242;178;0,6
2024-09-16T18:52:46.234;179;0,9
2024-09-16T18:52:47.270;179;1,0
2024-09-16T18:52:48.311;179;0,9
2024-09-16T18:52:49.259;178;0,9
2024-09-16T18:52:50.280;178;0,9
2024-09-16T18:52:51.281;178;0,9
2024-09-16T18:52:52.266;178;0,9
2024-09-16T18:52:53.266;179;0,9
2024-09-16T18:52:54.253;178;0,9
2024-09-16T18:52:55.269;179;0,9
2024-09-16T18:52:56.279;179;0,6
2024-09-16T18:52:57.265;179;0,6
2024-09-16T18:52:58.260;179;0,7
2024-09-16T18:52:59.279;179;0,7
2024-09-16T18:53:00.288;179;0,7
2024-09-16T18:53:01.279;179;0,6
2024-09-16T18:53:02.289;179;0,6
2024-09-16T18:53:03.258;179;0,6
2024-09-16T18:53:04.274;179;0,7
2024-09-16T18:53:05.278;179;0,6
2024-09-16T18:53:06.310;179;0,6
2024-09-16T18:53:07.252;179;0,4
2024-09-16T18:53:08.283;178;0,5
2024-09-16T18:53:09.311;179;0,5
2024-09-16T18:53:10.267;178;0,6
2024-09-16T18:53:11.250;178;0,6
2024-09-16T18:53:12.247;179;0,6
2024-09-16T18:53:13.235;179;0,6
2024-09-16T18:53:14.270;179;0,7
2024-09-16T18:53:15.261;179;0,8
2024-09-16T18:53:16.290;179;0,8
2024-09-16T18:53:17.243;179;0,8
2024-09-16T18:53:18.281;179;0,8
2024-09-16T18:53:19.379;179;0,8
2024-09-16T18:53:20.262;179;0,8
2024-09-16T18:53:21.256;179;0,7
2024-09-16T18:53:22.242;179;0,7
2024-09-16T18:53:23.315;179;0,7
2024-09-16T18:53:24.313;179;0,5
2024-09-16T18:53:25.293;179;0,5
2024-09-16T18:53:26.247;179;0,5
2024-09-16T18:53:27.282;179;0,5
2024-09-16T18:53:28.269;179;0,6
2024-09-16T18:53:29.256;180;0,8
2024-09-16T18:53:30.279;179;0,8
2024-09-16T18:53:31.240;179;0,8
2024-09-16T18:53:32.266;178;0,8
2024-09-16T18:53:33.262;178;0,8
2024-09-16T18:53:34.248;177;0,8
2024-09-16T18:53:35.264;177;0,8
2024-09-16T18:53:36.283;177;0,8
2024-09-16T18:53:37.265;177;0,8
2024-09-16T18:53:38.302;177;0,9
2024-09-16T18:53:39.290;177;0,7
2024-09-16T18:53:40.244;177;0,8
2024-09-16T18:53:41.273;177;0,9
2024-09-16T18:53:42.310;177;1,0
2024-09-16T18:53:43.261;178;1,0
2024-09-16T18:53:44.367;178;1,0
2024-09-16T18:53:45.285;178;1,0
2024-09-16T18:53:46.278;179;1,0
2024-09-16T18:53:47.263;179;0,9
2024-09-16T18:53:48.245;179;1,0
2024-09-16T18:53:49.263;180;1,0
2024-09-16T18:53:50.276;180;0,9
2024-09-16T18:53:51.260;180;0,9
2024-09-16T18:53:52.266;180;0,8
2024-09-16T18:53:53.286;180;0,8
2024-09-16T18:53:54.286;180;0,8
2024-09-16T18:53:55.274;180;0,8
2024-09-16T18:53:56.294;179;0,7
2024-09-16T18:53:57.254;179;0,8
2024-09-16T18:53:58.295;179;0,9
2024-09-16T18:53:59.278;179;0,9
2024-09-16T18:54:00.259;180;0,8
2024-09-16T18:54:01.259;180;0,9
2024-09-16T18:54:02.285;180;0,8
2024-09-16T18:54:03.275;180;0,8
2024-09-16T18:54:04.267;180;0,8
2024-09-16T18:54:05.256;180;1,0
2024-09-16T18:54:06.247;181;1,0
2024-09-16T18:54:07.239;181;0,9
2024-09-16T18:54:08.278;181;0,9
2024-09-16T18:54:09.268;181;0,8
2024-09-16T18:54:10.283;180;0,9
2024-09-16T18:54:11.249;180;0,9
2024-09-16T18:54:12.337;180;0,9
2024-09-16T18:54:13.331;180;0,9
2024-09-16T18:54:14.268;180;0,9
2024-09-16T18:54:15.280;180;0,8
2024-09-16T18:54:16.277;181;0,9
2024-09-16T18:54:17.269;181;0,8
2024-09-16T18:54:18.305;181;0,8
2024-09-16T18:54:19.249;182;1,0
2024-09-16T18:54:20.257;182;0,9
2024-09-16T18:54:21.286;182;0,9
2024-09-16T18:54:22.301;182;0,9
2024-09-16T18:54:23.265;183;1,0
2024-09-16T18:54:24.306;183;0,9
2024-09-16T18:54:25.231;183;0,9
2024-09-16T18:54:26.269;183;0,9
2024-09-16T18:54:27.263;183;0,9
2024-09-16T18:54:28.254;182;0,9
2024-09-16T18:54:29.278;182;0,8
2024-09-16T18:54:30.313;182;0,9
2024-09-16T18:54:31.268;182;0,9
2024-09-16T18:54:32.255;182;1,0
2024-09-16T18:54:33.256;182;1,0
2024-09-16T18:54:34.238;182;0,9
2024-09-16T18:54:35.268;182;0,9
2024-09-16T18:54:36.279;182;0,9
2024-09-16T18:54:37.261;183;0,9
2024-09-16T18:54:38.247;183;1,0
2024-09-16T18:54:39.274;183;0,9
2024-09-16T18:54:40.276;183;0,9
2024-09-16T18:54:41.268;183;0,8
2024-09-16T18:54:42.258;183;0,7
2024-09-16T18:54:43.271;183;0,7
2024-09-16T18:54:44.312;183;0,8
2024-09-16T18:54:45.269;183;0,8
2024-09-16T18:54:46.257;183;0,8
2024-09-16T18:54:47.249;184;0,7
2024-09-16T18:54:48.285;183;0,7
2024-09-16T18:54:49.264;184;0,7
2024-09-16T18:54:50.292;184;0,7
2024-09-16T18:54:51.247;184;0,8
2024-09-16T18:54:52.255;184;0,8
2024-09-16T18:54:53.269;183;0,8
2024-09-16T18:54:54.269;183;0,7
2024-09-16T18:54:55.252;183;0,6
2024-09-16T18:54:56.240;183;0,6
2024-09-16T18:54:57.272;183;0,6
2024-09-16T18:54:58.284;183;0,8
2024-09-16T18:54:59.257;183;0,8
2024-09-16T18:55:00.253;183;0,7
2024-09-16T18:55:01.242;183;0,6
2024-09-16T18:55:02.319;183;0,7
2024-09-16T18:55:03.309;184;0,8
2024-09-16T18:55:04.287;184;0,8
2024-09-16T18:55:05.248;184;0,9
2024-09-16T18:55:06.286;184;1,0
2024-09-16T18:55:07.267;184;0,9
2024-09-16T18:55:08.262;184;0,9
2024-09-16T18:55:09.261;184;0,9
2024-09-16T18:55:10.245;184;0,9
2024-09-16T18:55:11.289;184;0,9
2024-09-16T18:55:12.274;185;0,8
2024-09-16T18:55:13.258;185;0,8
2024-09-16T18:55:14.355;185;0,8
2024-09-16T18:55:15.274;185;0,6
2024-09-16T18:55:16.267;185;0,6
2024-09-16T18:55:17.252;185;0,6
2024-09-16T18:55:18.370;184;0,6
2024-09-16T18:55:19.240;185;0,5
2024-09-16T18:55:20.273;184;0,6
2024-09-16T18:55:21.371;184;0,7
2024-09-16T18:55:22.252;183;0,7
2024-09-16T18:55:23.263;183;0,7
2024-09-16T18:55:24.272;184;0,9
2024-09-16T18:55:25.261;184;1,0
2024-09-16T18:55:26.300;184;1,1
2024-09-16T18:55:27.245;184;1,1
2024-09-16T18:55:28.231;184;1,1
2024-09-16T18:55:29.268;183;1,1
2024-09-16T18:55:30.268;183;1,1
2024-09-16T18:55:31.294;183;1,0
2024-09-16T18:55:32.250;182;1,0
2024-09-16T18:55:33.271;182;0,9
2024-09-16T18:55:34.262;182;0,8
2024-09-16T18:55:35.283;182;0,6
2024-09-16T18:55:36.241;182;0,6
2024-09-16T18:55:37.254;182;0,7
2024-09-16T18:55:38.271;182;0,6
2024-09-16T18:55:39.273;181;0,6
2024-09-16T18:55:40.248;181;0,6
2024-09-16T18:55:41.238;181;0,6
2024-09-16T18:55:42.274;182;0,5
2024-09-16T18:55:43.261;182;0,6
2024-09-16T18:55:44.300;182;0,6
2024-09-16T18:55:45.334;182;0,6
2024-09-16T18:55:46.247;182;0,6
2024-09-16T18:55:47.276;183;0,5
2024-09-16T18:55:48.254;183;0,5
2024-09-16T18:55:49.269;183;0,5
2024-09-16T18:55:50.241;183;0,6
2024-09-16T18:55:51.283;183;0,6
2024-09-16T18:55:52.311;184;0,6
2024-09-16T18:55:53.298;184;0,6
2024-09-16T18:55:54.248;184;0,6
2024-09-16T18:55:55.234;184;0,6
2024-09-16T18:55:56.349;185;0,7
2024-09-16T18:55:57.261;185;0,8
2024-09-16T18:55:58.277;185;0,8
2024-09-16T18:55:59.241;185;0,8
2024-09-16T18:56:00.273;184;0,8
2024-09-16T18:56:01.265;184;0,8
2024-09-16T18:56:02.256;183;0,8
2024-09-16T18:56:03.247;182;0,8
2024-09-16T18:56:04.235;182;0,8
2024-09-16T18:56:05.269;182;0,8
2024-09-16T18:56:06.258;182;0,9
2024-09-16T18:56:07.246;183;0,7
2024-09-16T18:56:08.239;183;0,7
2024-09-16T18:56:09.274;183;0,6
2024-09-16T18:56:10.262;183;0,7
2024-09-16T18:56:11.255;182;0,7
2024-09-16T18:56:12.288;182;0,7
2024-09-16T18:56:13.233;182;0,7
2024-09-16T18:56:14.268;183;0,7
2024-09-16T18:56:15.259;182;0,8
2024-09-16T18:56:16.256;182;0,8
2024-09-16T18:56:17.294;182;0,9
2024-09-16T18:56:18.227;183;0,9
2024-09-16T18:56:19.264;183;0,9
2024-09-16T18:56:20.255;183;0,9
2024-09-16T18:56:21.244;183;0,9
2024-09-16T18:56:22.240;182;0,9
2024-09-16T18:56:23.270;182;0,9
2024-09-16T18:56:24.270;181;0,7
2024-09-16T18:56:25.247;181;0,7
2024-09-16T18:56:26.279;181;0,7
2024-09-16T18:56:27.277;180;0,7
2024-09-16T18:56:28.263;179;0,8
2024-09-16T18:56:29.252;179;0,9
2024-09-16T18:56:30.241;179;0,9
2024-09-16T18:56:31.292;178;0,9
2024-09-16T18:56:32.269;177;0,9
2024-09-16T18:56:33.258;177;0,9
2024-09-16T18:56:34.246;177;0,9
2024-09-16T18:56:35.284;177;0,9
2024-09-16T18:56:36.230;177;0,9
2024-09-16T18:56:37.266;177;0,8
2024-09-16T18:56:38.269;176;0,7
2024-09-16T18:56:39.251;176;0,7
2024-09-16T18:56:40.342;175;0,7
2024-09-16T18:56:41.339;174;0,9
2024-09-16T18:56:42.303;174;0,9
2024-09-16T18:56:43.298;174;0,9
2024-09-16T18:56:44.241;173;0,9
2024-09-16T18:56:45.247;173;1,0
2024-09-16T18:56:46.264;172;1,0
2024-09-16T18:56:47.253;172;1,0
2024-09-16T18:56:48.241;171;0,9
2024-09-16T18:56:49.253;171;0,9
2024-09-16T18:56:50.354;171;0,9
2024-09-16T18:56:51.256;170;0,7
2024-09-16T18:56:52.247;169;0,7
2024-09-16T18:56:53.235;168;0,7
2024-09-16T18:56:54.227;168;0,7
2024-09-16T18:56:55.263;167;0,9
2024-09-16T18:56:56.254;166;0,9
2024-09-16T18:56:57.281;166;1,0
2024-09-16T18:56:58.233;166;1,0
2024-09-16T18:56:59.303;166;1,0
2024-09-16T18:57:00.266;166;1,0
2024-09-16T18:57:01.251;165;0,9
2024-09-16T18:57:02.241;165;1,0
2024-09-16T18:57:03.293;165;1,0
2024-09-16T18:57:04.272;164;1,0
2024-09-16T18:57:05.251;164;0,9
2024-09-16T18:57:06.254;164;0,9
2024-09-16T18:57:07.229;164;0,8
2024-09-16T18:57:08.267;163;0,7
2024-09-16T18:57:09.267;163;0,7
2024-09-16T18:57:10.250;163;0,7
2024-09-16T18:57:11.342;162;0,7
2024-09-16T18:57:12.256;161;0,7
2024-09-16T18:57:13.324;161;0,8
2024-09-16T18:57:14.253;160;0,8
2024-09-16T18:57:15.241;160;0,8
2024-09-16T18:57:16.246;160;0,8
2024-09-16T18:57:17.272;159;0,8
2024-09-16T18:57:18.311;159;0,8
2024-09-16T18:57:19.250;158;0,8
2024-09-16T18:57:20.292;158;0,8
2024-09-16T18:57:21.227;157;0,8
2024-09-16T18:57:22.261;157;0,9
2024-09-16T18:57:23.268;156;0,9
2024-09-16T18:57:24.242;156;0,8
2024-09-16T18:57:25.246;155;0,7
2024-09-16T18:57:26.266;155;0,7
2024-09-16T18:57:27.256;155;0,7
2024-09-16T18:57:28.249;155;0,7
2024-09-16T18:57:29.235;154;0,9
2024-09-16T18:57:30.289;154;0,9
2024-09-16T18:57:31.308;154;1,1
2024-09-16T18:57:32.297;154;1,1
2024-09-16T18:57:33.242;155;1,1
2024-09-16T18:57:34.235;156;1,1
2024-09-16T18:57:35.266;156;1,1
2024-09-16T18:57:36.258;156;1,1
2024-09-16T18:57:37.260;156;1,1
2024-09-16T18:57:38.237;156;1,1
2024-09-16T18:57:39.243;156;1,1
2024-09-16T18:57:40.260;156;1,0
2024-09-16T18:57:41.256;155;1,1
2024-09-16T18:57:42.239;155;1,1
2024-09-16T18:57:43.233;154;1,0
2024-09-16T18:57:44.358;154;1,1
2024-09-16T18:57:45.254;153;1,1
2024-09-16T18:57:46.263;152;1,1
2024-09-16T18:57:47.235;151;1,1
2024-09-16T18:57:48.226;151;1,1
2024-09-16T18:57:49.263;151;1,2
2024-09-16T18:57:50.278;153;1,6
2024-09-16T18:57:51.262;154;1,6
2024-09-16T18:57:52.238;154;1,6
2024-09-16T18:57:53.287;154;1,6
2024-09-16T18:57:54.335;154;1,6
2024-09-16T18:57:55.244;154;1,5
2024-09-16T18:57:56.246;153;1,4
2024-09-16T18:57:57.225;153;1,5
2024-09-16T18:57:58.262;153;1,4
2024-09-16T18:57:59.251;153;1,5
2024-09-16T18:58:00.244;152;1,4
2024-09-16T18:58:01.235;151;1,4
2024-09-16T18:58:02.268;151;0,8
2024-09-16T18:58:03.301;150;0,8
2024-09-16T18:58:04.245;150;0,7
2024-09-16T18:58:05.233;150;0,7
2024-09-16T18:58:06.225;150;0,7
2024-09-16T18:58:07.258;149;1,2
2024-09-16T18:58:08.249;149;1,2
2024-09-16T18:58:09.241;151;1,9
2024-09-16T18:58:10.237;152;2,0
2024-09-16T18:58:11.267;154;2,0
2024-09-16T18:58:12.259;154;2,0
2024-09-16T18:58:13.247;155;2,0
2024-09-16T18:58:14.233;155;2,0
2024-09-16T18:58:15.235;156;2,0
2024-09-16T18:58:16.266;155;2,1
2024-09-16T18:58:17.251;155;2,1
2024-09-16T18:58:18.294;154;1,9
2024-09-16T18:58:19.233;154;1,9
2024-09-16T18:58:20.275;154;1,3
2024-09-16T18:58:21.299;154;1,2
2024-09-16T18:58:22.320;154;1,0
2024-09-16T18:58:23.235;154;1,0
2024-09-16T18:58:24.244;154;1,0
2024-09-16T18:58:25.269;154;1,2
2024-09-16T18:58:26.251;154;1,2
2024-09-16T18:58:27.242;154;1,0
2024-09-16T18:58:28.231;154;1,0
2024-09-16T18:58:29.266;154;1,0
2024-09-16T18:58:30.256;154;1,1
2024-09-16T18:58:31.243;153;1,1
2024-09-16T18:58:32.235;153;1,1
2024-09-16T18:58:33.236;153;1,0
2024-09-16T18:58:34.306;152;1,3
2024-09-16T18:58:35.252;150;1,8
2024-09-16T18:58:36.285;149;1,8
2024-09-16T18:58:37.230;146;1,9
2024-09-16T18:58:38.264;145;2,0
2024-09-16T18:58:39.368;144;2,0
2024-09-16T18:58:40.289;143;2,0
2024-09-16T18:58:41.286;142;2,0
2024-09-16T18:58:42.225;141;2,0
2024-09-16T18:58:43.335;140;2,1
2024-09-16T18:58:44.268;139;2,1
2024-09-16T18:58:45.243;138;2,1
2024-09-16T18:58:46.276;137;2,2
2024-09-16T18:58:47.266;136;2,1
2024-09-16T18:58:48.251;135;1,6
2024-09-16T18:58:49.247;135;1,5
